,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
28444,2018,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,DIANA DEGETTE,DEMOCRAT,False,TOTAL,272886,369693,False,20230706,False
28445,2018,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,RAYMON ANTHONY DOANE,LIBERTARIAN,False,TOTAL,11600,369693,False,20230706,False
28446,2018,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,JOE NEGUSE,DEMOCRAT,False,TOTAL,259608,430614,False,20230706,False
28447,2018,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,NICK THOMAS,INDEPENDENT,False,TOTAL,16356,430614,False,20230706,False
28448,2018,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,PETER YU,REPUBLICAN,False,TOTAL,144901,430614,False,20230706,False
28449,2018,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,ROGER BARRIS,LIBERTARIAN,False,TOTAL,9749,430614,False,20230706,False
28450,2018,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,DIANE MITSCH BUSH,DEMOCRAT,False,TOTAL,146426,336189,False,20230706,False
28451,2018,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,GAYLON KENT,LIBERTARIAN,False,TOTAL,5727,336189,False,20230706,False
28452,2018,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,MARY M MALARSIE,INDEPENDENT,False,TOTAL,10831,336189,False,20230706,False
28453,2018,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,SCOTT R TIPTON,REPUBLICAN,False,TOTAL,173205,336189,False,20230706,False
28454,2018,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,KAREN MCCORMICK,DEMOCRAT,False,TOTAL,145544,369582,False,20230706,False
28455,2018,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,KEN BUCK,REPUBLICAN,False,TOTAL,224038,369582,False,20230706,False
28456,2018,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,DOUG LAMBORN,REPUBLICAN,False,TOTAL,184002,322645,False,20230706,False
28457,2018,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,DOUGLAS RANDALL,LIBERTARIAN,False,TOTAL,11795,322645,False,20230706,False
28458,2018,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,STEPHANY ROSE SPAULDING,DEMOCRAT,False,TOTAL,126848,322645,False,20230706,False
28459,2018,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,DAN CHAPIN,UNAFFILIATED,False,TOTAL,4607,346817,False,20230706,False
28460,2018,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,JASON CROW,DEMOCRAT,False,TOTAL,187639,346817,False,20230706,False
28461,2018,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,KAT MARTIN,LIBERTARIAN,False,TOTAL,5886,346817,False,20230706,False
28462,2018,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,MIKE COFFMAN,REPUBLICAN,False,TOTAL,148685,346817,False,20230706,False
28463,2018,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,ED PERLMUTTER,DEMOCRAT,False,TOTAL,204260,338006,False,20230706,False
28464,2018,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,JENNIFER NACKERUD,LIBERTARIAN,False,TOTAL,14012,338006,False,20230706,False
28465,2018,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,MARK BARRINGTON,REPUBLICAN,False,TOTAL,119734,338006,False,20230706,False
28466,2018,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,JENNIFER T NYE,REPUBLICAN,False,TOTAL,96024,274140,False,20230706,False
28467,2018,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,JOHN B LARSON,DEMOCRAT,False,TOTAL,166155,274140,False,20230706,True
28468,2018,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,JOHN B LARSON,WORKING FAMILIES,False,TOTAL,8932,274140,False,20230706,True
28469,2018,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,THOMAS MCCORMICK,GREEN,False,TOTAL,3029,274140,False,20230706,False
28470,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,DANIEL REALE,LIBERTARIAN,False,TOTAL,3305,289114,False,20230706,False
28471,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,DANNY POSTEMSKI JR,REPUBLICAN,False,TOTAL,102483,289114,False,20230706,False
28472,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,JOE COURTNEY,DEMOCRAT,False,TOTAL,167659,289114,False,20230706,True
28473,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,JOE COURTNEY,WORKING FAMILIES,False,TOTAL,12072,289114,False,20230706,True
28474,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,MICHELLE LOUISE BICKING,GREEN,False,TOTAL,3595,289114,False,20230706,False
28475,2018,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,ANGEL CADENA,REPUBLICAN,False,TOTAL,95667,270239,False,20230706,False
28476,2018,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,ROSA L DELAURO,DEMOCRAT,False,TOTAL,163211,270239,False,20230706,True
28477,2018,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,ROSA L DELAURO,WORKING FAMILIES,False,TOTAL,11361,270239,False,20230706,True
28478,2018,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,HARRY ARORA,INDEPENDENT,False,TOTAL,3746,275651,False,20230706,True
28479,2018,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,HARRY ARORA,REPUBLICAN,False,TOTAL,103175,275651,False,20230706,True
28480,2018,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,JIM HIMES,DEMOCRAT,False,TOTAL,168726,275651,False,20230706,False
28481,2018,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,4,275651,False,20230706,False
28482,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,JAHANA HAYES,DEMOCRAT,False,TOTAL,142901,270664,False,20230706,True
28483,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,JAHANA HAYES,WORKING FAMILIES,False,TOTAL,8324,270664,False,20230706,True
28484,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,MANNY SANTOS,INDEPENDENT,False,TOTAL,4280,270664,False,20230706,True
28485,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,MANNY SANTOS,REPUBLICAN,False,TOTAL,115146,270664,False,20230706,True
28486,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,13,270664,False,20230706,False
28487,2018,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,LISA BLUNT ROCHESTER,DEMOCRAT,False,TOTAL,227353,352737,False,20230706,False
28488,2018,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,SCOTT WALKER,REPUBLICAN,False,TOTAL,125384,352737,False,20230706,False
28489,2018,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,JENNIFER M ZIMMERMAN,DEMOCRAT,False,TOTAL,106199,322388,False,20230706,False
28490,2018,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,MATT GAETZ,REPUBLICAN,False,TOTAL,216189,322388,False,20230706,False
28491,2018,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,BOB RACKLEFF,DEMOCRAT,False,TOTAL,96233,295568,False,20230706,False
28492,2018,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,NEAL DUNN,REPUBLICAN,False,TOTAL,199335,295568,False,20230706,False
28493,2018,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,,False,TED YOHO,REPUBLICAN,False,TOTAL,176616,306496,False,20230706,False
28494,2018,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,,False,YVONNE HAYES HINSON,DEMOCRAT,False,TOTAL,129880,306496,False,20230706,False
28495,2018,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,"GEORGE ""GES"" SELMONT",DEMOCRAT,False,TOTAL,123351,381249,False,20230706,False
28496,2018,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,JASON MICHAEL BULGER,NO PARTY AFFILIATION,False,TOTAL,2321,381249,False,20230706,False
28497,2018,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,JOCELINE BERRIOS,NO PARTY AFFILIATION,False,TOTAL,7155,381249,False,20230706,False
28498,2018,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,JOHN H RUTHERFORD,REPUBLICAN,False,TOTAL,248420,381249,False,20230706,False
28499,2018,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,2,381249,False,20230706,False
28500,2018,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,,False,AL LAWSON,DEMOCRAT,False,TOTAL,180527,270326,False,20230706,False
28501,2018,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,,False,VIRGINIA FULLER,REPUBLICAN,False,TOTAL,89799,270326,False,20230706,False
28502,2018,FLORIDA,FL,12,59,43,US HOUSE,6,GEN,,False,MICHAEL WALTZ,REPUBLICAN,False,TOTAL,187891,333649,False,20230706,False
28503,2018,FLORIDA,FL,12,59,43,US HOUSE,6,GEN,,False,NANCY SODERBERG,DEMOCRAT,False,TOTAL,145758,333649,False,20230706,False
28504,2018,FLORIDA,FL,12,59,43,US HOUSE,7,GEN,,False,MIKE MILLER,REPUBLICAN,False,TOTAL,134285,317398,False,20230706,False
28505,2018,FLORIDA,FL,12,59,43,US HOUSE,7,GEN,,False,STEPHANIE MURPHY,DEMOCRAT,False,TOTAL,183113,317398,False,20230706,False
28506,2018,FLORIDA,FL,12,59,43,US HOUSE,8,GEN,,False,BILL POSEY,REPUBLICAN,False,TOTAL,218112,360527,False,20230706,False
28507,2018,FLORIDA,FL,12,59,43,US HOUSE,8,GEN,,False,SANJAY PATEL,DEMOCRAT,False,TOTAL,142415,360527,False,20230706,False
28508,2018,FLORIDA,FL,12,59,43,US HOUSE,9,GEN,,False,DARREN SOTO,DEMOCRAT,False,TOTAL,172172,296737,False,20230706,False
28509,2018,FLORIDA,FL,12,59,43,US HOUSE,9,GEN,,False,WAYNE LIEBNITZKY,REPUBLICAN,False,TOTAL,124565,296737,False,20230706,False
28510,2018,FLORIDA,FL,12,59,43,US HOUSE,10,GEN,,False,VAL DEMINGS,DEMOCRAT,False,TOTAL,1,1,False,20230706,False
28511,2018,FLORIDA,FL,12,59,43,US HOUSE,11,GEN,,False,DANA COTTRELL,DEMOCRAT,False,TOTAL,128053,367506,False,20230706,False
28512,2018,FLORIDA,FL,12,59,43,US HOUSE,11,GEN,,False,DANIEL WEBSTER,REPUBLICAN,False,TOTAL,239395,367506,False,20230706,False
28513,2018,FLORIDA,FL,12,59,43,US HOUSE,11,GEN,,False,WRITEIN,,True,TOTAL,58,367506,False,20230706,False
28514,2018,FLORIDA,FL,12,59,43,US HOUSE,12,GEN,,False,ANGELIKA PURKIS,NO PARTY AFFILIATION,False,TOTAL,7510,334918,False,20230706,False
28515,2018,FLORIDA,FL,12,59,43,US HOUSE,12,GEN,,False,CHRIS HUNTER,DEMOCRAT,False,TOTAL,132844,334918,False,20230706,False
28516,2018,FLORIDA,FL,12,59,43,US HOUSE,12,GEN,,False,GUS MICHAEL BILIRAKIS,REPUBLICAN,False,TOTAL,194564,334918,False,20230706,False
28517,2018,FLORIDA,FL,12,59,43,US HOUSE,13,GEN,,False,CHARLIE CRIST,DEMOCRAT,False,TOTAL,182717,316971,False,20230706,False
28518,2018,FLORIDA,FL,12,59,43,US HOUSE,13,GEN,,False,GEORGE BUCK,REPUBLICAN,False,TOTAL,134254,316971,False,20230706,False
28519,2018,FLORIDA,FL,12,59,43,US HOUSE,14,GEN,,False,KATHY CASTOR,DEMOCRAT,False,TOTAL,1,1,False,20230706,False
28520,2018,FLORIDA,FL,12,59,43,US HOUSE,15,GEN,,False,KRISTEN CARLSON,DEMOCRAT,False,TOTAL,134132,285532,False,20230706,False
28521,2018,FLORIDA,FL,12,59,43,US HOUSE,15,GEN,,False,ROSS SPANO,REPUBLICAN,False,TOTAL,151380,285532,False,20230706,False
28522,2018,FLORIDA,FL,12,59,43,US HOUSE,15,GEN,,False,WRITEIN,,True,TOTAL,20,285532,False,20230706,False
28523,2018,FLORIDA,FL,12,59,43,US HOUSE,16,GEN,,False,DAVID SHAPIRO,DEMOCRAT,False,TOTAL,164463,361946,False,20230706,False
28524,2018,FLORIDA,FL,12,59,43,US HOUSE,16,GEN,,False,VERN BUCHANAN,REPUBLICAN,False,TOTAL,197483,361946,False,20230706,False
28525,2018,FLORIDA,FL,12,59,43,US HOUSE,17,GEN,,False,ALLEN ELLISON,DEMOCRAT,False,TOTAL,117194,310520,False,20230706,False
28526,2018,FLORIDA,FL,12,59,43,US HOUSE,17,GEN,,False,GREG STEUBE,REPUBLICAN,False,TOTAL,193326,310520,False,20230706,False
28527,2018,FLORIDA,FL,12,59,43,US HOUSE,18,GEN,,False,BRIAN MAST,REPUBLICAN,False,TOTAL,185905,342359,False,20230706,False
28528,2018,FLORIDA,FL,12,59,43,US HOUSE,18,GEN,,False,LAUREN BAER,DEMOCRAT,False,TOTAL,156454,342359,False,20230706,False
28529,2018,FLORIDA,FL,12,59,43,US HOUSE,19,GEN,,False,DAVID HOLDEN,DEMOCRAT,False,TOTAL,128106,339607,False,20230706,False
28530,2018,FLORIDA,FL,12,59,43,US HOUSE,19,GEN,,False,FRANCIS ROONEY,REPUBLICAN,False,TOTAL,211465,339607,False,20230706,False
28531,2018,FLORIDA,FL,12,59,43,US HOUSE,19,GEN,,False,WRITEIN,,True,TOTAL,36,339607,False,20230706,False
28532,2018,FLORIDA,FL,12,59,43,US HOUSE,20,GEN,,False,ALCEE L HASTINGS,DEMOCRAT,False,TOTAL,202659,202824,False,20230706,False
28533,2018,FLORIDA,FL,12,59,43,US HOUSE,20,GEN,,False,JAY BONNER,NO PARTY AFFILIATION,True,TOTAL,165,202824,False,20230706,False
28534,2018,FLORIDA,FL,12,59,43,US HOUSE,21,GEN,,False,LOIS FRANKEL,DEMOCRAT,False,TOTAL,1,1,False,20230706,False
28535,2018,FLORIDA,FL,12,59,43,US HOUSE,22,GEN,,False,NICOLAS KIMAZ,REPUBLICAN,False,TOTAL,113049,297683,False,20230706,False
28536,2018,FLORIDA,FL,12,59,43,US HOUSE,22,GEN,,False,TED DEUTCH,DEMOCRAT,False,TOTAL,184634,297683,False,20230706,False
28537,2018,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,False,TOTAL,161611,276366,False,20230706,False
28538,2018,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,,False,DON ENDRISS,NO PARTY AFFILIATION,False,TOTAL,1612,276366,False,20230706,False
28539,2018,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,,False,"JOSEPH ""JOE"" KAUFMAN",REPUBLICAN,False,TOTAL,99446,276366,False,20230706,False
28540,2018,FLORIDA,FL,12,59,43,US HOUSE,23,GEN,,False,"TIMOTHY A ""TIM"" CANOVA",NO PARTY AFFILIATION,False,TOTAL,13697,276366,False,20230706,False
28541,2018,FLORIDA,FL,12,59,43,US HOUSE,24,GEN,,False,FREDERICA WILSON,DEMOCRAT,False,TOTAL,1,1,False,20230706,False
28542,2018,FLORIDA,FL,12,59,43,US HOUSE,25,GEN,,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,128672,212845,False,20230706,False
28543,2018,FLORIDA,FL,12,59,43,US HOUSE,25,GEN,,False,MARY BARZEE FLORES,DEMOCRAT,False,TOTAL,84173,212845,False,20230706,False
28544,2018,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,,False,CARLOS CURBELO,REPUBLICAN,False,TOTAL,115678,235475,False,20230706,False
28545,2018,FLORIDA,FL,12,59,43,US HOUSE,26,GEN,,False,DEBBIE MUCARSEL-POWELL,DEMOCRAT,False,TOTAL,119797,235475,False,20230706,False
28546,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,DONNA SHALALA,DEMOCRAT,False,TOTAL,130743,252586,False,20230706,False
28547,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,MARIA ELVIRA SALAZAR,REPUBLICAN,False,TOTAL,115588,252586,False,20230706,False
28548,2018,FLORIDA,FL,12,59,43,US HOUSE,27,GEN,,False,MAYRA JOLI,NO PARTY AFFILIATION,False,TOTAL,6255,252586,False,20230706,False
28549,2018,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,,False,"EARL L ""BUDDY"" CARTER",REPUBLICAN,False,TOTAL,144741,250683,False,20230706,False
28550,2018,GEORGIA,GA,13,58,44,US HOUSE,1,GEN,,False,LISA M RING,DEMOCRAT,False,TOTAL,105942,250683,False,20230706,False
28551,2018,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,,False,HERMAN WEST JR,REPUBLICAN,False,TOTAL,92472,229171,False,20230706,False
28552,2018,GEORGIA,GA,13,58,44,US HOUSE,2,GEN,,False,SANFORD BISHOP,DEMOCRAT,False,TOTAL,136699,229171,False,20230706,False
28553,2018,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,,False,CHUCK ENDERLIN,DEMOCRAT,False,TOTAL,101010,293006,False,20230706,False
28554,2018,GEORGIA,GA,13,58,44,US HOUSE,3,GEN,,False,DREW FERGUSON,REPUBLICAN,False,TOTAL,191996,293006,False,20230706,False
28555,2018,GEORGIA,GA,13,58,44,US HOUSE,4,GEN,,False,"HENRY C ""HANK"" JOHNSON JR",DEMOCRAT,False,TOTAL,227717,288809,False,20230706,False
28556,2018,GEORGIA,GA,13,58,44,US HOUSE,4,GEN,,False,JOE PROFIT,REPUBLICAN,False,TOTAL,61092,288809,False,20230706,False
28557,2018,GEORGIA,GA,13,58,44,US HOUSE,5,GEN,,False,JOHN R LEWIS,DEMOCRAT,False,TOTAL,275406,275406,False,20230706,False
28558,2018,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,,False,KAREN HANDEL,REPUBLICAN,False,TOTAL,156875,317014,False,20230706,False
28559,2018,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,,False,LUCY MCBATH,DEMOCRAT,False,TOTAL,160139,317014,False,20230706,False
28560,2018,GEORGIA,GA,13,58,44,US HOUSE,6,GEN,,False,WRITEIN,,True,TOTAL,18,317032,False,20230706,False
28561,2018,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,,False,CAROLYN BOURDEAUX,DEMOCRAT,False,TOTAL,140011,280441,False,20230706,False
28562,2018,GEORGIA,GA,13,58,44,US HOUSE,7,GEN,,False,ROB WOODALL,REPUBLICAN,False,TOTAL,140430,280441,False,20230706,False
28563,2018,GEORGIA,GA,13,58,44,US HOUSE,8,GEN,,False,AUSTIN SCOTT,REPUBLICAN,False,TOTAL,198152,198152,False,20230706,False
28564,2018,GEORGIA,GA,13,58,44,US HOUSE,8,GEN,,False,WRITEIN,,True,TOTAL,564,198716,False,20230706,False
28565,2018,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,,False,DOUG COLLINS,REPUBLICAN,False,TOTAL,224661,282573,False,20230706,False
28566,2018,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,,False,JOSH MCCALL,DEMOCRAT,False,TOTAL,57912,282573,False,20230706,False
28567,2018,GEORGIA,GA,13,58,44,US HOUSE,9,GEN,,False,WRITEIN,,True,TOTAL,5,282578,False,20230706,False
28568,2018,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,,False,JODY HICE,REPUBLICAN,False,TOTAL,190396,302735,False,20230706,False
28569,2018,GEORGIA,GA,13,58,44,US HOUSE,10,GEN,,False,TABITHA A JOHNSON-GREEN,DEMOCRAT,False,TOTAL,112339,302735,False,20230706,False
28570,2018,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,,False,BARRY LOUDERMILK,REPUBLICAN,False,TOTAL,191887,310540,False,20230706,False
28571,2018,GEORGIA,GA,13,58,44,US HOUSE,11,GEN,,False,FLYNN D BROADY JR,DEMOCRAT,False,TOTAL,118653,310540,False,20230706,False
28572,2018,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,,False,FRANCYS JOHNSON,DEMOCRAT,False,TOTAL,101503,250489,False,20230706,False
28573,2018,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,,False,RICK W ALLEN,REPUBLICAN,False,TOTAL,148986,250489,False,20230706,False
28574,2018,GEORGIA,GA,13,58,44,US HOUSE,12,GEN,,False,WRITEIN,,True,TOTAL,3,250492,False,20230706,False
28575,2018,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,,False,DAVID CALLAHAN,REPUBLICAN,False,TOTAL,69760,292917,False,20230706,False
28576,2018,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,,False,DAVID SCOTT,DEMOCRAT,False,TOTAL,223157,292917,False,20230706,False
28577,2018,GEORGIA,GA,13,58,44,US HOUSE,13,GEN,,False,WRITEIN,,True,TOTAL,93,293010,False,20230706,False
28578,2018,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,,False,STEVEN LAMAR FOSTER,DEMOCRAT,False,TOTAL,53981,229724,False,20230706,False
28579,2018,GEORGIA,GA,13,58,44,US HOUSE,14,GEN,,False,TOM GRAVES,REPUBLICAN,False,TOTAL,175743,229724,False,20230706,False
28580,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,CALVIN C GRIFFIN,NONPARTISAN,False,TOTAL,1351,184211,False,20230706,False
28581,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,CAM CAVASSO,REPUBLICAN,False,TOTAL,42498,184211,False,20230706,False
28582,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,ED CASE,DEMOCRAT,False,TOTAL,134650,184211,False,20230706,False
28583,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,MICHELLE ROSE TIPPENS,LIBERTARIAN,False,TOTAL,3498,184211,False,20230706,False
28584,2018,HAWAII,HI,15,95,82,US HOUSE,1,GEN,,False,ZACHARY B BURD,GREEN,False,TOTAL,2214,184211,False,20230706,False
28585,2018,HAWAII,HI,15,95,82,US HOUSE,2,GEN,,False,BRIAN EVANS,REPUBLICAN,False,TOTAL,44850,198121,False,20230706,False
28586,2018,HAWAII,HI,15,95,82,US HOUSE,2,GEN,,False,TULSI GABBARD,DEMOCRAT,False,TOTAL,153271,198121,False,20230706,False
28587,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,CRISTINA MCNEIL,DEMOCRAT,False,TOTAL,96922,315069,False,20230706,False
28588,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,GORDON COUNSIL,INDEPENDENT,False,TOTAL,1054,315069,False,20230706,False
28589,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,NATALIE M FLEMING,INDEPENDENT,False,TOTAL,6188,315069,False,20230706,False
28590,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,PAUL FARMER,INDEPENDENT,False,TOTAL,4479,315069,False,20230706,False
28591,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,PRO-LIFE,CONSTITUTION,False,TOTAL,3181,315069,False,20230706,False
28592,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,RUSS FULCHER,REPUBLICAN,False,TOTAL,197719,315069,False,20230706,False
28593,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,W SCOTT HOWARD,LIBERTARIAN,False,TOTAL,5435,315069,False,20230706,False
28594,2018,IDAHO,ID,16,82,63,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,91,315069,False,20230706,False
28595,2018,IDAHO,ID,16,82,63,US HOUSE,2,GEN,,False,AARON SWISHER,DEMOCRAT,False,TOTAL,110381,280655,False,20230706,False
28596,2018,IDAHO,ID,16,82,63,US HOUSE,2,GEN,,False,MIKE SIMPSON,REPUBLICAN,False,TOTAL,170274,280655,False,20230706,False
28597,2018,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,,False,BOBBY L RUSH,DEMOCRAT,False,TOTAL,189560,257885,False,20230706,False
28598,2018,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,,False,JIMMY LEE TILLMAN II,REPUBLICAN,False,TOTAL,50960,257885,False,20230706,False
28599,2018,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,,False,THOMAS RUDBECK,INDEPENDENT,False,TOTAL,17365,257885,False,20230706,False
28600,2018,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,0,257885,False,20230706,False
28601,2018,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,,False,DAVID MERKLE,REPUBLICAN,False,TOTAL,44567,235251,False,20230706,False
28602,2018,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,,False,ROBIN KELLY,DEMOCRAT,False,TOTAL,190684,235251,False,20230706,False
28603,2018,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,,False,ARTHUR J JONES,REPUBLICAN,False,TOTAL,57885,223334,False,20230706,False
28604,2018,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,,False,DANIEL WILLIAM LIPINSKI,DEMOCRAT,False,TOTAL,163053,223334,False,20230706,False
28605,2018,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,,False,WRITEIN,,True,TOTAL,2396,223334,False,20230706,False
28606,2018,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,,False,"JESUS ""CHUY"" GARCIA",DEMOCRAT,False,TOTAL,143895,166189,False,20230706,False
28607,2018,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,,False,MARK WAYNE LORCH,REPUBLICAN,False,TOTAL,22294,166189,False,20230706,False
28608,2018,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,,False,MIKE QUIGLEY,DEMOCRAT,False,TOTAL,213992,279131,False,20230706,False
28609,2018,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,,False,TOM HANSON,REPUBLICAN,False,TOTAL,65134,279131,False,20230706,False
28610,2018,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,5,279131,False,20230706,False
28611,2018,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,,False,PETER J ROSKAM,REPUBLICAN,False,TOTAL,146445,315446,False,20230706,False
28612,2018,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,,False,SEAN CASTEN,DEMOCRAT,False,TOTAL,169001,315446,False,20230706,False
28613,2018,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,,False,WRITEIN,,True,TOTAL,0,315446,False,20230706,False
28614,2018,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,,False,CRAIG CAMERON,REPUBLICAN,False,TOTAL,30497,246243,False,20230706,False
28615,2018,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,,False,DANNY K DAVIS,DEMOCRAT,False,TOTAL,215746,246243,False,20230706,False
28616,2018,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,,False,"JITENDRA ""JD"" DIGANVKER",REPUBLICAN,False,TOTAL,67073,197127,False,20230706,False
28617,2018,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,,False,RAJA KRISHNAMOORTHI,DEMOCRAT,False,TOTAL,130054,197127,False,20230706,False
