,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
30148,2020,MAINE,ME,23,11,2,US HOUSE,2,GEN,False,False,JARED F GOLDEN,DEMOCRAT,False,TOTAL,197974,380324,False,20230706,False
30149,2020,MAINE,ME,23,11,2,US HOUSE,2,GEN,False,False,UNDERVOTES,,False,TOTAL,7089,380324,False,20230706,False
30150,2020,MAINE,ME,23,11,2,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,33,380324,False,20230706,False
30151,2020,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,ANDY HARRIS,REPUBLICAN,False,TOTAL,250901,395524,False,20230706,False
30152,2020,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,MIA MASON,DEMOCRAT,False,TOTAL,143877,395524,False,20230706,False
30153,2020,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,746,395524,False,20230706,False
30154,2020,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,C A DUTCH RUPPERSBERGER,DEMOCRAT,False,TOTAL,224836,332026,False,20230706,False
30155,2020,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,JOHNNY RAY SALLING,REPUBLICAN,False,TOTAL,106355,332026,False,20230706,False
30156,2020,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,835,332026,False,20230706,False
30157,2020,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,CHARLES ANTHONY,REPUBLICAN,False,TOTAL,112117,373206,False,20230706,False
30158,2020,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,JOHN P SARBANES,DEMOCRAT,False,TOTAL,260358,373206,False,20230706,False
30159,2020,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,731,373206,False,20230706,False
30160,2020,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,ANTHONY G BROWN,DEMOCRAT,False,TOTAL,282119,354529,False,20230706,False
30161,2020,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,GEORGE E MCDERMOTT,REPUBLICAN,False,TOTAL,71671,354529,False,20230706,False
30162,2020,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,WRITEIN,,True,TOTAL,739,354529,False,20230706,False
30163,2020,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,CHRIS PALOMBI,REPUBLICAN,False,TOTAL,123525,398839,False,20230706,False
30164,2020,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,STENY H HOYER,DEMOCRAT,False,TOTAL,274210,398839,False,20230706,False
30165,2020,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,WRITEIN,,True,TOTAL,1104,398839,False,20230706,False
30166,2020,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,DAVID J TRONE,DEMOCRAT,False,TOTAL,215540,366434,False,20230706,False
30167,2020,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,GEORGE GLUCK,GREEN,False,TOTAL,6893,366434,False,20230706,False
30168,2020,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,JASON HERRICK,WRITE-IN (UNAFFILIATED),False,TOTAL,46,366434,False,20230706,False
30169,2020,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,NEIL C PARROTT,REPUBLICAN,False,TOTAL,143599,366434,False,20230706,False
30170,2020,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,WRITEIN,,True,TOTAL,356,366434,False,20230706,False
30171,2020,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,CHARLES U SMITH,WRITE-IN (DEMOCRATIC),False,TOTAL,21,330998,False,20230706,False
30172,2020,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,KIMBERLY KLACIK,REPUBLICAN,False,TOTAL,92825,330998,False,20230706,False
30173,2020,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,KWEISI MFUME,DEMOCRAT,False,TOTAL,237084,330998,False,20230706,False
30174,2020,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,RAY BLY,WRITE-IN (REPUBLICAN),False,TOTAL,16,330998,False,20230706,False
30175,2020,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,WRITEIN,,True,TOTAL,1052,330998,False,20230706,False
30176,2020,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,GREGORY THOMAS COLL,REPUBLICAN,False,TOTAL,127157,402614,False,20230706,False
30177,2020,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,JAMIE RASKIN,DEMOCRAT,False,TOTAL,274716,402614,False,20230706,False
30178,2020,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,LIH YOUNG,WRITE-IN,False,TOTAL,27,402614,False,20230706,False
30179,2020,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,WRITEIN,,True,TOTAL,714,402614,False,20230706,False
30180,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,ALEX B MORSE,WRITE-IN,False,TOTAL,1274,372716,False,20230706,False
30181,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,RICHARD E NEAL,DEMOCRAT,False,TOTAL,275376,372716,False,20230706,False
30182,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,UNDERVOTES,,False,TOTAL,87384,372716,False,20230706,False
30183,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,8682,372716,False,20230706,False
30184,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,JAMES P MCGOVERN,DEMOCRAT,False,TOTAL,249854,394084,False,20230706,False
30185,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,TRACY LYN LOVVORN,REPUBLICAN,False,TOTAL,132220,394084,False,20230706,False
30186,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,UNDERVOTES,,False,TOTAL,11632,394084,False,20230706,False
30187,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,378,394084,False,20230706,False
30188,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,LORI TRAHAN,DEMOCRAT,False,TOTAL,286896,388210,False,20230706,False
30189,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,UNDERVOTES,,False,TOTAL,94671,388210,False,20230706,False
30190,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,6643,388210,False,20230706,False
30191,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,JAKE AUCHINCLOSS,DEMOCRAT,False,TOTAL,251102,434533,False,20230706,False
30192,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,JULIE A HALL,REPUBLICAN,False,TOTAL,160474,434533,False,20230706,False
30193,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,UNDERVOTES,,False,TOTAL,21710,434533,False,20230706,False
30194,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,WRITEIN,,True,TOTAL,1247,434533,False,20230706,False
30195,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,CAROLINE COLARUSSO,REPUBLICAN,False,TOTAL,101351,413371,False,20230706,False
30196,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,KATHERINE M CLARK,DEMOCRAT,False,TOTAL,294427,413371,False,20230706,False
30197,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,UNDERVOTES,,False,TOTAL,17188,413371,False,20230706,False
30198,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,WRITEIN,,True,TOTAL,405,413371,False,20230706,False
30199,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,JOHN PAUL MORAN,REPUBLICAN,False,TOTAL,150695,452574,False,20230706,False
30200,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,SETH MOULTON,DEMOCRAT,False,TOTAL,286377,452574,False,20230706,False
30201,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,UNDERVOTES,,False,TOTAL,14897,452574,False,20230706,False
30202,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,WRITEIN,,True,TOTAL,605,452574,False,20230706,False
30203,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,AYANNA PRESSLEY,DEMOCRAT,False,TOTAL,267362,326837,False,20230706,False
30204,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,CLAUDETTE N JOSEPH,WRITE-IN,False,TOTAL,1,326837,False,20230706,False
30205,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,RACHEL NICOLE MISELMAN,WRITE-IN,False,TOTAL,11,326837,False,20230706,False
30206,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,RAYLA DANELLA CAMPBELL,WRITE-IN,False,TOTAL,695,326837,False,20230706,False
30207,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,ROY A OWENS SR,UNENROLLED,False,TOTAL,38675,326837,False,20230706,False
30208,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,UNDERVOTES,,False,TOTAL,18187,326837,False,20230706,False
30209,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,WRITEIN,,True,TOTAL,1906,326837,False,20230706,False
30210,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,JONATHAN D LOTT,UNENROLLED,False,TOTAL,72060,433545,False,20230706,False
30211,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,STEPHEN F LYNCH,DEMOCRAT,False,TOTAL,310940,433545,False,20230706,False
30212,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,UNDERVOTES,,False,TOTAL,48144,433545,False,20230706,False
30213,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,WRITEIN,,True,TOTAL,2401,433545,False,20230706,False
30214,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,HELEN BRADY,REPUBLICAN,False,TOTAL,154261,442135,False,20230706,False
30215,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,MICHAEL MANLEY,UNENROLLED,False,TOTAL,9717,442135,False,20230706,False
30216,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,UNDERVOTES,,False,TOTAL,17534,442135,False,20230706,False
30217,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,WILLIAM R KEATING,DEMOCRAT,False,TOTAL,260262,442135,False,20230706,False
30218,2020,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,WRITEIN,,True,TOTAL,361,442135,False,20230706,False
30219,2020,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,BEN BOREN,LIBERTARIAN,False,TOTAL,6310,416219,False,20230706,False
30220,2020,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,DANA FERGUSON,DEMOCRAT,False,TOTAL,153328,416219,False,20230706,False
30221,2020,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,JACK BERGMAN,REPUBLICAN,False,TOTAL,256581,416219,False,20230706,False
30222,2020,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,BILL HUIZENGA,REPUBLICAN,False,TOTAL,238711,403247,False,20230706,False
30223,2020,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,BRYAN BERGHOEF,DEMOCRAT,False,TOTAL,154122,403247,False,20230706,False
30224,2020,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,GERALD T VAN SICKLE,U.S. TAXPAYERS,False,TOTAL,2476,403247,False,20230706,False
30225,2020,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,JEAN-MICHEL CREVIERE,GREEN,False,TOTAL,2646,403247,False,20230706,False
30226,2020,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,MAX RIEKSE,LIBERTARIAN,False,TOTAL,5292,403247,False,20230706,False
30227,2020,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,HILLARY SCHOLTEN,DEMOCRAT,False,TOTAL,189769,403419,False,20230706,False
30228,2020,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,PETER MEIJER,REPUBLICAN,False,TOTAL,213649,403419,False,20230706,False
30229,2020,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,RICHARD DAVID FUENTES,WRITE-IN,False,TOTAL,1,403419,False,20230706,False
30230,2020,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,AMY SLEPR,GREEN,False,TOTAL,4448,373245,False,20230706,False
30231,2020,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,DAVID CANNY,LIBERTARIAN,False,TOTAL,5374,373245,False,20230706,False
30232,2020,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,JERRY HILLIARD,DEMOCRAT,False,TOTAL,120802,373245,False,20230706,False
30233,2020,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,JOHN R MOOLENAAR,REPUBLICAN,False,TOTAL,242621,373245,False,20230706,False
30234,2020,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,DANIEL T KILDEE,DEMOCRAT,False,TOTAL,196599,361032,False,20230706,False
30235,2020,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,JAMES HARRIS,LIBERTARIAN,False,TOTAL,5481,361032,False,20230706,False
30236,2020,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,KATHY GOODWIN,WORKING CLASS,False,TOTAL,8180,361032,False,20230706,False
30237,2020,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,TIM KELLY,REPUBLICAN,False,TOTAL,150772,361032,False,20230706,False
30238,2020,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,FRED UPTON,REPUBLICAN,False,TOTAL,211496,378980,False,20230706,False
30239,2020,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,JEFF DEPOY,LIBERTARIAN,False,TOTAL,10399,378980,False,20230706,False
30240,2020,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,JERRY SOLIS,WRITE-IN,False,TOTAL,560,378980,False,20230706,False
30241,2020,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,JOHN LAWRENCE,GREEN,False,TOTAL,4440,378980,False,20230706,False
30242,2020,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,JON HOADLEY,DEMOCRAT,False,TOTAL,152085,378980,False,20230706,False
30243,2020,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,GRETCHEN D DRISKELL,DEMOCRAT,False,TOTAL,159743,387267,False,20230706,False
30244,2020,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,TIM WALBERG,REPUBLICAN,False,TOTAL,227524,387267,False,20230706,False
30245,2020,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,ELISSA SLOTKIN,DEMOCRAT,False,TOTAL,217922,428344,False,20230706,False
30246,2020,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,JOE HARTMAN,LIBERTARIAN,False,TOTAL,7897,428344,False,20230706,False
30247,2020,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,PAUL JUNGE,REPUBLICAN,False,TOTAL,202525,428344,False,20230706,False
30248,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,ANDREA L KIRBY,WORKING CLASS,False,TOTAL,8970,399117,False,20230706,False
30249,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,ANDY LEVIN,DEMOCRAT,False,TOTAL,230318,399117,False,20230706,False
30250,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,CHARLES J LANGWORTHY,REPUBLICAN,False,TOTAL,153296,399117,False,20230706,False
30251,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,DOUGLAS ALLEN TROSZAK,WRITE-IN,False,TOTAL,1,399117,False,20230706,False
30252,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,MIKE SALIBA,LIBERTARIAN,False,TOTAL,6532,399117,False,20230706,False
30253,2020,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,KIMBERLY BIZON,DEMOCRAT,False,TOTAL,138179,409786,False,20230706,False
30254,2020,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,LISA MCCLAIN,REPUBLICAN,False,TOTAL,271607,409786,False,20230706,False
30255,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,ERIC S ESSHAKI,REPUBLICAN,False,TOTAL,215405,450473,False,20230706,False
30256,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,FRANK ACOSTA,WRITE-IN,False,TOTAL,4,450473,False,20230706,False
30257,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,HALEY M STEVENS,DEMOCRAT,False,TOTAL,226128,450473,False,20230706,False
30258,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,LEONARD SCHWARTZ,LIBERTARIAN,False,TOTAL,8936,450473,False,20230706,False
30259,2020,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,254957,383823,False,20230706,False
30260,2020,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,GARY WALKOWICZ,WORKING CLASS,False,TOTAL,11147,383823,False,20230706,False
30261,2020,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,JEFF JONES,REPUBLICAN,False,TOTAL,117719,383823,False,20230706,False
30262,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,ARTICIA BOMER,U.S. TAXPAYERS,False,TOTAL,1974,285885,False,20230706,False
30263,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,D ETTA WILCOXON,GREEN,False,TOTAL,2105,285885,False,20230706,False
30264,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,DAVID DUDENHOEFER,REPUBLICAN,False,TOTAL,53311,285885,False,20230706,False
30265,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,DONALD EASON,WRITE-IN,False,TOTAL,6,285885,False,20230706,False
30266,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,RASHIDA TLAIB,DEMOCRAT,False,TOTAL,223205,285885,False,20230706,False
30267,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,SAM JOHNSON,WORKING CLASS,False,TOTAL,5284,285885,False,20230706,False
30268,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,BRENDA L LAWRENCE,DEMOCRAT,False,TOTAL,271370,342303,False,20230706,False
30269,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,CLYDE K SHABAZZ,GREEN,False,TOTAL,1998,342303,False,20230706,False
30270,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,LISA LANE GIOIA,LIBERTARIAN,False,TOTAL,3737,342303,False,20230706,False
30271,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,PHILIP KOLODY,WORKING CLASS,False,TOTAL,2534,342303,False,20230706,False
30272,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,ROBERT VANCE PATRICK,REPUBLICAN,False,TOTAL,62664,342303,False,20230706,False
30273,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,BILL ROOD,GRASSROOTS - LEGALIZE CANNABIS,False,TOTAL,21448,368856,False,20230706,False
30274,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,167890,368856,False,20230706,False
30275,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,JIM HAGEDORN,REPUBLICAN,False,TOTAL,179234,368856,False,20230706,False
30276,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,284,368856,False,20230706,False
30277,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,ADAM CHARLES WEEKS,LEGAL MARIJUANA NOW,False,TOTAL,24751,424512,False,20230706,False
30278,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,ANGIE CRAIG,DEMOCRAT,False,TOTAL,204534,424512,False,20230706,False
30279,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,TYLER KISTNER,REPUBLICAN,False,TOTAL,194954,424512,False,20230706,False
30280,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,273,424512,False,20230706,False
30281,2020,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,DEAN PHILLIPS,DEMOCRAT,False,TOTAL,246666,443603,False,20230706,False
30282,2020,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,KENDALL QUALLS,REPUBLICAN,False,TOTAL,196625,443603,False,20230706,False
30283,2020,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,312,443603,False,20230706,False
30284,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,245813,389114,False,20230706,False
30285,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,GENE RECHTZIGEL,REPUBLICAN,False,TOTAL,112730,389114,False,20230706,False
30286,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,SUSAN SINDT,GRASSROOTS - LEGALIZE CANNABIS,False,TOTAL,29537,389114,False,20230706,False
30287,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,WRITEIN,,True,TOTAL,1034,389114,False,20230706,False
30288,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,ILHAN OMAR,DEMOCRAT,False,TOTAL,255924,398229,False,20230706,False
30289,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,LACY JOHNSON,REPUBLICAN,False,TOTAL,102878,398229,False,20230706,False
30290,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,MICHAEL MOORE,LEGAL MARIJUANA NOW,False,TOTAL,37979,398229,False,20230706,False
30291,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,WRITEIN,,True,TOTAL,1448,398229,False,20230706,False
30292,2020,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,TAWNJA ZAHRADKA,DEMOCRATIC-FARMER-LABOR,False,TOTAL,140853,412307,False,20230706,False
30293,2020,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,TOM EMMER,REPUBLICAN,False,TOTAL,270901,412307,False,20230706,False
30294,2020,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,WRITEIN,,True,TOTAL,553,412307,False,20230706,False
30295,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,COLLIN C PETERSON,DEMOCRAT,False,TOTAL,144840,363477,False,20230706,False
30296,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,MICHELLE FISCHBACH,REPUBLICAN,False,TOTAL,194066,363477,False,20230706,False
30297,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,RAE HART ANDERSON,GRASSROOTS - LEGALIZE CANNABIS,False,TOTAL,6499,363477,False,20230706,False
30298,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,SLATER JOHNSON,LEGAL MARIJUANA NOW,False,TOTAL,17710,363477,False,20230706,False
30299,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,WRITEIN,,True,TOTAL,362,363477,False,20230706,False
30300,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,JUDITH SCHWARTZBACKER,GRASSROOTS - LEGALIZE CANNABIS,False,TOTAL,22190,393711,False,20230706,False
30301,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,PETE STAUBER,REPUBLICAN,False,TOTAL,223432,393711,False,20230706,False
30302,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,QUINN NYSTROM,DEMOCRATIC-FARMER-LABOR,False,TOTAL,147853,393711,False,20230706,False
30303,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,WRITEIN,,True,TOTAL,236,393711,False,20230706,False
30304,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,ANTONIA ELIASON,DEMOCRAT,False,TOTAL,104008,332795,False,20230706,False
30305,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,TRENT KELLY,REPUBLICAN,False,TOTAL,228787,332795,False,20230706,False
30306,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BENNIE G THOMPSON,DEMOCRAT,False,TOTAL,196224,297234,False,20230706,False
30307,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BRIAN FLOWERS,REPUBLICAN,False,TOTAL,101010,297234,False,20230706,False
30308,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,"DOROTHY ""DOT"" BENFORD",DEMOCRAT,False,TOTAL,120782,341846,False,20230706,False
30309,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,MICHAEL GUEST,REPUBLICAN,False,TOTAL,221064,341846,False,20230706,False
30310,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,STEVEN M PALAZZO,REPUBLICAN,False,TOTAL,255971,255971,False,20230706,False
30311,2020,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,ALEX FURMAN,LIBERTARIAN,False,TOTAL,6766,316171,False,20230706,False
30312,2020,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,ANTHONY ROGERS,REPUBLICAN,False,TOTAL,59940,316171,False,20230706,False
30313,2020,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,CORI BUSH,DEMOCRAT,False,TOTAL,249087,316171,False,20230706,False
30314,2020,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,MARTIN D BAKER,WRITE-IN,False,TOTAL,378,316171,False,20230706,False
30315,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,ANN WAGNER,REPUBLICAN,False,TOTAL,233157,449348,False,20230706,False
30316,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,GINA BUFE,WRITE-IN,False,TOTAL,4,449348,False,20230706,False
30317,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,JILL SCHUPP,DEMOCRAT,False,TOTAL,204540,449348,False,20230706,False
30318,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,MARTIN SCHULTE,LIBERTARIAN,False,TOTAL,11647,449348,False,20230706,False
