year,state,district,c1,c2,c1_party,c2_party,c1_votes,c2_votes,winner,winner_party
2020,NEW HAMPSHIRE,1,CHRIS PAPPAS,MATT MOWERS,DEMOCRAT,REPUBLICAN,205606,185159.0,CHRIS PAPPAS,DEMOCRAT
2020,NEW HAMPSHIRE,2,ANN M KUSTER,STEVEN NEGRON,DEMOCRAT,REPUBLICAN,208289,168886.0,ANN M KUSTER,DEMOCRAT
2020,NEW JERSEY,1,DONALD NORCROSS,CLAIRE H GUSTAFSON,DEMOCRAT,REPUBLICAN,240567,144463.0,DONALD NORCROSS,DEMOCRAT
2020,NEW JERSEY,2,JEFFERSON VAN DREW,AMY KENNEDY,REPUBLICAN,DEMOCRAT,195526,173849.0,JEFFERSON VAN DREW,REPUBLICAN
2020,NEW JERSEY,3,ANDY KIM,DAVID RICHTER,DEMOCRAT,REPUBLICAN,229840,196327.0,ANDY KIM,DEMOCRAT
2020,NEW JERSEY,4,CHRISTOPHER H SMITH,STEPHANIE SCHMID,REPUBLICAN,DEMOCRAT,254103,162420.0,CHRISTOPHER H SMITH,REPUBLICAN
2020,NEW JERSEY,5,JOSH GOTTHEIMER,FRANK T PALLOTTA,DEMOCRAT,REPUBLICAN,225175,193333.0,JOSH GOTTHEIMER,DEMOCRAT
2020,NEW JERSEY,6,FRANK PALLONE JR,CHRISTIAN ONUOHA,DEMOCRAT,REPUBLICAN,199648,126760.0,FRANK PALLONE JR,DEMOCRAT
2020,NEW JERSEY,7,TOM MALINOWSKI,THOMAS H KEAN JR,DEMOCRAT,REPUBLICAN,219629,214318.0,TOM MALINOWSKI,DEMOCRAT
2020,NEW JERSEY,8,ALBIO SIRES,JASON TODD MUSHNICK,DEMOCRAT,REPUBLICAN,176758,58686.0,ALBIO SIRES,DEMOCRAT
2020,NEW JERSEY,9,BILL PASCRELL JR,BILLY PREMPEH,DEMOCRAT,REPUBLICAN,203674,98629.0,BILL PASCRELL JR,DEMOCRAT
2020,NEW JERSEY,10,DONALD M PAYNE JR,JENNIFER ZINONE,DEMOCRAT,REPUBLICAN,241522,40298.0,DONALD M PAYNE JR,DEMOCRAT
2020,NEW JERSEY,11,MIKIE SHERRILL,ROSEMARY BECCHI,DEMOCRAT,REPUBLICAN,235163,206013.0,MIKIE SHERRILL,DEMOCRAT
2020,NEW JERSEY,12,BONNIE WATSON COLEMAN,MARK RAZZOLI,DEMOCRAT,REPUBLICAN,230883,114591.0,BONNIE WATSON COLEMAN,DEMOCRAT
2020,NEW MEXICO,1,DEBRA A HAALAND,MICHELLE GARCIA HOLMES,DEMOCRAT,REPUBLICAN,186953,134337.0,DEBRA A HAALAND,DEMOCRAT
2020,NEW MEXICO,2,YVETTE HERRELL,XOCHITL TORRES SMALL,REPUBLICAN,DEMOCRAT,142283,122546.0,YVETTE HERRELL,REPUBLICAN
2020,NEW MEXICO,3,TERESA LEGER FERNANDEZ,ALEXIS M JOHNSON,DEMOCRAT,REPUBLICAN,186282,131166.0,TERESA LEGER FERNANDEZ,DEMOCRAT
2020,NEW YORK,1,LEE M ZELDIN,NANCY S GOROFF,REPUBLICAN,DEMOCRAT,180855,160978.0,LEE M ZELDIN,REPUBLICAN
2020,NEW YORK,2,ANDREW R GARBARINO,JACKIE GORDON,REPUBLICAN,DEMOCRAT,158151,144849.0,ANDREW R GARBARINO,REPUBLICAN
2020,NEW YORK,3,THOMAS R SUOZZI,GEORGE AD SANTOS,DEMOCRAT,REPUBLICAN,196056,147461.0,THOMAS R SUOZZI,DEMOCRAT
2020,NEW YORK,4,KATHLEEN M RICE,DOUGLAS L TUMAN,DEMOCRAT,REPUBLICAN,199762,139559.0,KATHLEEN M RICE,DEMOCRAT
2020,NEW YORK,5,GREGORY W MEEKS,UNDERVOTES,DEMOCRAT,,229125,47191.0,GREGORY W MEEKS,DEMOCRAT
2020,NEW YORK,6,GRACE MENG,THOMAS J ZMICH,DEMOCRAT,REPUBLICAN,144149,67735.0,GRACE MENG,DEMOCRAT
2020,NEW YORK,7,NYDIA M VELAZQUEZ,NYDIA M VELAZQUEZ,DEMOCRAT,WORKING FAMILIES,156889,34184.0,NYDIA M VELAZQUEZ,DEMOCRAT
2020,NEW YORK,8,HAKEEM S JEFFRIES,GARFIELD H WALLACE,DEMOCRAT,REPUBLICAN,207111,39124.0,HAKEEM S JEFFRIES,DEMOCRAT
2020,NEW YORK,9,YVETTE D CLARKE,CONSTANTINE JEAN-PIERRE,DEMOCRAT,REPUBLICAN,195758,40110.0,YVETTE D CLARKE,DEMOCRAT
2020,NEW YORK,10,JERROLD L NADLER,CATHY A BERNSTEIN,DEMOCRAT,REPUBLICAN,181215,61045.0,JERROLD L NADLER,DEMOCRAT
2020,NEW YORK,11,NICOLE MALLIOTAKIS,MAX N ROSE,REPUBLICAN,DEMOCRAT,143420,134625.0,NICOLE MALLIOTAKIS,REPUBLICAN
2020,NEW YORK,12,CAROLYN B MALONEY,CARLOS SANTIAGO-CANO,DEMOCRAT,REPUBLICAN,265172,49157.0,CAROLYN B MALONEY,DEMOCRAT
2020,NEW YORK,13,ADRIANO ESPAILLAT,ADRIANO ESPAILLAT,DEMOCRAT,WORKING FAMILIES,202916,28925.0,ADRIANO ESPAILLAT,DEMOCRAT
2020,NEW YORK,14,ALEXANDRIA OCASIO-CORTEZ,JOHN C CUMMINGS,DEMOCRAT,REPUBLICAN,152661,52477.0,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT
2020,NEW YORK,15,RITCHIE TORRES,PATRICK DELICES,DEMOCRAT,REPUBLICAN,169533,18984.0,RITCHIE TORRES,DEMOCRAT
2020,NEW YORK,16,JAMAAL BOWMAN,UNDERVOTES,DEMOCRAT,,218514,55066.0,JAMAAL BOWMAN,DEMOCRAT
2020,NEW YORK,17,MONDAIRE JONES,MAUREEN MCARDLE SCHULMAN,DEMOCRAT,REPUBLICAN,183976,117309.0,MONDAIRE JONES,DEMOCRAT
2020,NEW YORK,18,SEAN PATRICK MALONEY,CHELE C FARLEY,DEMOCRAT,REPUBLICAN,171161,128611.0,SEAN PATRICK MALONEY,DEMOCRAT
2020,NEW YORK,19,ANTONIO DELGADO,KYLE VAN DE WATER,DEMOCRAT,REPUBLICAN,168281,151475.0,ANTONIO DELGADO,DEMOCRAT
2020,NEW YORK,20,PAUL D TONKO,ELIZABETH L JOY,DEMOCRAT,REPUBLICAN,194071,120839.0,PAUL D TONKO,DEMOCRAT
2020,NEW YORK,21,ELISE M STEFANIK,TEDRA L COBB,REPUBLICAN,DEMOCRAT,169684,122422.0,ELISE M STEFANIK,REPUBLICAN
2020,NEW YORK,22,CLAUDIA TENNEY,ANTHONY J BRINDISI,REPUBLICAN,DEMOCRAT,143291,138898.0,CLAUDIA TENNEY,REPUBLICAN
2020,NEW YORK,23,TOM REED,TRACY MITRANO,REPUBLICAN,DEMOCRAT,161800,116025.0,TOM REED,REPUBLICAN
2020,NEW YORK,24,JOHN M KATKO,DANA BALTER,REPUBLICAN,DEMOCRAT,156236,147877.0,JOHN M KATKO,REPUBLICAN
2020,NEW YORK,25,JOSEPH D MORELLE,GEORGE MITRIS,DEMOCRAT,REPUBLICAN,187503,115940.0,JOSEPH D MORELLE,DEMOCRAT
2020,NEW YORK,26,BRIAN HIGGINS,RICKY T DONOVAN SR,DEMOCRAT,REPUBLICAN,202400,91706.0,BRIAN HIGGINS,DEMOCRAT
2020,NEW YORK,27,CHRIS JACOBS,NATHAN D MCMURRAY,REPUBLICAN,DEMOCRAT,192619,136686.0,CHRIS JACOBS,REPUBLICAN
2020,NORTH CAROLINA,1,G K BUTTERFIELD,SANDY SMITH,DEMOCRAT,REPUBLICAN,188870,159748.0,G K BUTTERFIELD,DEMOCRAT
2020,NORTH CAROLINA,2,DEBORAH K ROSS,ALAN D SWAIN,DEMOCRAT,REPUBLICAN,311887,172544.0,DEBORAH K ROSS,DEMOCRAT
2020,NORTH CAROLINA,3,GREGORY F MURPHY,DARYL FARROW,REPUBLICAN,DEMOCRAT,229800,132752.0,GREGORY F MURPHY,REPUBLICAN
2020,NORTH CAROLINA,4,DAVID E PRICE,ROBERT THOMAS,DEMOCRAT,REPUBLICAN,332421,161298.0,DAVID E PRICE,DEMOCRAT
2020,NORTH CAROLINA,5,VIRGINIA FOXX,DAVID WILSON BROWN,REPUBLICAN,DEMOCRAT,257843,119846.0,VIRGINIA FOXX,REPUBLICAN
2020,NORTH CAROLINA,6,KATHY MANNING,LEE HAYWOOD,DEMOCRAT,REPUBLICAN,253531,153598.0,KATHY MANNING,DEMOCRAT
2020,NORTH CAROLINA,7,DAVID ROUZER,CHRISTOPHER M WARD,REPUBLICAN,DEMOCRAT,272443,179045.0,DAVID ROUZER,REPUBLICAN
2020,NORTH CAROLINA,8,RICHARD HUDSON,PATRICIA TIMMONS-GOODSON,REPUBLICAN,DEMOCRAT,202774,177781.0,RICHARD HUDSON,REPUBLICAN
2020,NORTH CAROLINA,9,DAN BISHOP,CYNTHIA L WALLACE,REPUBLICAN,DEMOCRAT,224661,179463.0,DAN BISHOP,REPUBLICAN
2020,NORTH CAROLINA,10,PATRICK T MCHENRY,DAVID PARKER,REPUBLICAN,DEMOCRAT,284095,128189.0,PATRICK T MCHENRY,REPUBLICAN
2020,NORTH CAROLINA,11,MADISON CAWTHORN,MOE DAVIS,REPUBLICAN,DEMOCRAT,245351,190609.0,MADISON CAWTHORN,REPUBLICAN
2020,NORTH CAROLINA,12,ALMA S ADAMS,,DEMOCRAT,,341457,,ALMA S ADAMS,DEMOCRAT
2020,NORTH CAROLINA,13,TED BUDD,SCOTT HUFFMAN,REPUBLICAN,DEMOCRAT,267181,124684.0,TED BUDD,REPUBLICAN
2020,NORTH DAKOTA,0,KELLY ARMSTRONG,ZACH RAKNERUD,REPUBLICAN,DEMOCRATIC-NONPARTISAN LEAGUE,245229,97970.0,KELLY ARMSTRONG,REPUBLICAN
2020,OHIO,1,STEVE CHABOT,KATE SCHRODER,REPUBLICAN,DEMOCRAT,199560,172022.0,STEVE CHABOT,REPUBLICAN
2020,OHIO,2,BRAD R WENSTRUP,JAIME M CASTLE,REPUBLICAN,DEMOCRAT,230430,146781.0,BRAD R WENSTRUP,REPUBLICAN
2020,OHIO,3,JOYCE BEATTY,MARK F RICHARDSON,DEMOCRAT,REPUBLICAN,227420,93569.0,JOYCE BEATTY,DEMOCRAT
2020,OHIO,4,JIM JORDAN,SHANNON M FRESHOUR,REPUBLICAN,DEMOCRAT,235875,101897.0,JIM JORDAN,REPUBLICAN
2020,OHIO,5,ROBERT E LATTA,NICK RUBANDO,REPUBLICAN,DEMOCRAT,257019,120962.0,ROBERT E LATTA,REPUBLICAN
2020,OHIO,6,BILL JOHNSON,SHAWNA ROBERTS,REPUBLICAN,DEMOCRAT,249130,85661.0,BILL JOHNSON,REPUBLICAN
2020,OHIO,7,BOB GIBBS,QUENTIN POTTER,REPUBLICAN,DEMOCRAT,236607,102271.0,BOB GIBBS,REPUBLICAN
2020,OHIO,8,WARREN DAVIDSON,VANESSA ENOCH,REPUBLICAN,DEMOCRAT,246277,110766.0,WARREN DAVIDSON,REPUBLICAN
2020,OHIO,9,MARCY KAPTUR,ROB WEBER,DEMOCRAT,REPUBLICAN,190328,111385.0,MARCY KAPTUR,DEMOCRAT
2020,OHIO,10,MICHAEL R TURNER,DESIREE TIMS,REPUBLICAN,DEMOCRAT,212972,151976.0,MICHAEL R TURNER,REPUBLICAN
2020,OHIO,11,MARCIA L FUDGE,LAVERNE GORE,DEMOCRAT,REPUBLICAN,242098,60323.0,MARCIA L FUDGE,DEMOCRAT
2020,OHIO,12,TROY BALDERSON,ALAINA SHEARER,REPUBLICAN,DEMOCRAT,241790,182847.0,TROY BALDERSON,REPUBLICAN
2020,OHIO,13,TIM RYAN,CHRISTINA M HAGAN,DEMOCRAT,REPUBLICAN,173631,148648.0,TIM RYAN,DEMOCRAT
2020,OHIO,14,DAVID P JOYCE,HILLARY O'CONNOR MUERI,REPUBLICAN,DEMOCRAT,238864,158586.0,DAVID P JOYCE,REPUBLICAN
2020,OHIO,15,STEVE STIVERS,JOEL NEWBY,REPUBLICAN,DEMOCRAT,243103,140183.0,STEVE STIVERS,REPUBLICAN
2020,OHIO,16,ANTHONY GONZALEZ,AARON PAUL GODFREY,REPUBLICAN,DEMOCRAT,247335,144071.0,ANTHONY GONZALEZ,REPUBLICAN
2020,OKLAHOMA,1,KEVIN HERN,KOJO ASAMOA-CAESAR,REPUBLICAN,DEMOCRAT,213700,109641.0,KEVIN HERN,REPUBLICAN
2020,OKLAHOMA,2,MARKWAYNE MULLIN,DANYELL LANIER,REPUBLICAN,DEMOCRAT,216511,63472.0,MARKWAYNE MULLIN,REPUBLICAN
2020,OKLAHOMA,3,FRANK D LUCAS,ZOE MIDYETT,REPUBLICAN,DEMOCRAT,242677,66501.0,FRANK D LUCAS,REPUBLICAN
2020,OKLAHOMA,4,TOM COLE,MARY BRANNON,REPUBLICAN,DEMOCRAT,213096,90459.0,TOM COLE,REPUBLICAN
2020,OKLAHOMA,5,STEPHANIE BICE,KENDRA S HORN,REPUBLICAN,DEMOCRAT,158191,145658.0,STEPHANIE BICE,REPUBLICAN
2020,OREGON,1,SUZANNE BONAMICI,CHRISTOPHER C CHRISTENSEN,DEMOCRAT,REPUBLICAN,297071,161928.0,SUZANNE BONAMICI,DEMOCRAT
2020,OREGON,2,CLIFF BENTZ,ALEX SPENSER,REPUBLICAN,DEMOCRAT,273835,168881.0,CLIFF BENTZ,REPUBLICAN
2020,OREGON,3,EARL BLUMENAUER,JOANNA HARBOUR,DEMOCRAT,REPUBLICAN,343574,110570.0,EARL BLUMENAUER,DEMOCRAT
2020,OREGON,4,PETER A DEFAZIO,ALEK SKARLATOS,DEMOCRAT,REPUBLICAN,240950,216081.0,PETER A DEFAZIO,DEMOCRAT
2020,OREGON,5,KURT SCHRADER,AMY RYAN COURSER,DEMOCRAT,REPUBLICAN,234863,204372.0,KURT SCHRADER,DEMOCRAT
2020,PENNSYLVANIA,1,BRIAN K FITZPATRICK,CHRISTINA FINELLO,REPUBLICAN,DEMOCRAT,249804,191875.0,BRIAN K FITZPATRICK,REPUBLICAN
2020,PENNSYLVANIA,2,BRENDAN F BOYLE,DAVID TORRES,DEMOCRAT,REPUBLICAN,198140,75022.0,BRENDAN F BOYLE,DEMOCRAT
2020,PENNSYLVANIA,3,DWIGHT EVANS,MICHAEL HARVEY,DEMOCRAT,REPUBLICAN,341708,33671.0,DWIGHT EVANS,DEMOCRAT
2020,PENNSYLVANIA,4,MADELEINE DEAN CUNNANE,KATHY BARNETTE,DEMOCRAT,REPUBLICAN,264637,179926.0,MADELEINE DEAN CUNNANE,DEMOCRAT
2020,PENNSYLVANIA,5,MARY GAY SCANLON,DASHA PRUETT,DEMOCRAT,REPUBLICAN,255743,139552.0,MARY GAY SCANLON,DEMOCRAT
2020,PENNSYLVANIA,6,CHRISSY J HOULAHAN,JOHN WILLIAM EMMONS,DEMOCRAT,REPUBLICAN,226440,177526.0,CHRISSY J HOULAHAN,DEMOCRAT
2020,PENNSYLVANIA,7,SUSAN ELLIS WILD,LISA SCHELLER,DEMOCRAT,REPUBLICAN,195475,181407.0,SUSAN ELLIS WILD,DEMOCRAT
2020,PENNSYLVANIA,8,MATTHEW ALTON CARTWRIGHT,JAMES ROCCO BOGNET,DEMOCRAT,REPUBLICAN,178004,165783.0,MATTHEW ALTON CARTWRIGHT,DEMOCRAT
2020,PENNSYLVANIA,9,DANIEL PHILIP MEUSER,GARY STEVEN WEGMAN,REPUBLICAN,DEMOCRAT,232988,118266.0,DANIEL PHILIP MEUSER,REPUBLICAN
2020,PENNSYLVANIA,10,SCOTT G PERRY,EUGENE A DEPASQUALE,REPUBLICAN,DEMOCRAT,208896,182938.0,SCOTT G PERRY,REPUBLICAN
2020,PENNSYLVANIA,11,LLOYD K SMUCKER,SARAH E HAMMOND,REPUBLICAN,DEMOCRAT,241915,141325.0,LLOYD K SMUCKER,REPUBLICAN
2020,PENNSYLVANIA,12,FREDERICK B KELLER,LEE GRIFFIN,REPUBLICAN,DEMOCRAT,241035,99199.0,FREDERICK B KELLER,REPUBLICAN
2020,PENNSYLVANIA,13,JOHN JOYCE,RAYMOND TODD ROWLEY,REPUBLICAN,DEMOCRAT,267789,96612.0,JOHN JOYCE,REPUBLICAN
2020,PENNSYLVANIA,14,GUY RESCHENTHALER,WILLIAM A MARX,REPUBLICAN,DEMOCRAT,241688,131895.0,GUY RESCHENTHALER,REPUBLICAN
2020,PENNSYLVANIA,15,GLENN W THOMPSON JR,ROBERT M WILLIAMS,REPUBLICAN,DEMOCRAT,255058,92156.0,GLENN W THOMPSON JR,REPUBLICAN
2020,PENNSYLVANIA,16,GEORGE J KELLY JR,KRISTY MARIE GNIBUS,REPUBLICAN,DEMOCRAT,210088,143962.0,GEORGE J KELLY JR,REPUBLICAN
2020,PENNSYLVANIA,17,CONOR J LAMB,RICHARD SEAN PARNELL,DEMOCRAT,REPUBLICAN,222253,212284.0,CONOR J LAMB,DEMOCRAT
2020,PENNSYLVANIA,18,MICHAEL F DOYLE JR,LUKE EDISON NEGRON,DEMOCRAT,REPUBLICAN,266084,118163.0,MICHAEL F DOYLE JR,DEMOCRAT
2020,RHODE ISLAND,1,DAVID N CICILLINE,FREDERICK WYSOCKI,DEMOCRAT,INDEPENDENT,158550,35457.0,DAVID N CICILLINE,DEMOCRAT
2020,RHODE ISLAND,2,JAMES R LANGEVIN,ROBERT B LANCIA,DEMOCRAT,REPUBLICAN,154086,109894.0,JAMES R LANGEVIN,DEMOCRAT
2020,SOUTH CAROLINA,1,NANCY MACE,JOE CUNNINGHAM,REPUBLICAN,DEMOCRAT,216042,210627.0,NANCY MACE,REPUBLICAN
2020,SOUTH CAROLINA,2,JOE WILSON,ADAIR FORD BOROUGHS,REPUBLICAN,DEMOCRAT,202715,155118.0,JOE WILSON,REPUBLICAN
2020,SOUTH CAROLINA,3,JEFF DUNCAN,HOSEA CLEVELAND,REPUBLICAN,DEMOCRAT,237544,95712.0,JEFF DUNCAN,REPUBLICAN
2020,SOUTH CAROLINA,4,WILLIAM R TIMMONS IV,KIM NELSON,REPUBLICAN,DEMOCRAT,222126,133023.0,WILLIAM R TIMMONS IV,REPUBLICAN
2020,SOUTH CAROLINA,5,RALPH NORMAN,MOE BROWN,REPUBLICAN,DEMOCRAT,220006,145979.0,RALPH NORMAN,REPUBLICAN
2020,SOUTH CAROLINA,6,JAMES E CLYBURN,JOHN MCCOLLUM,DEMOCRAT,REPUBLICAN,197477,89258.0,JAMES E CLYBURN,DEMOCRAT
2020,SOUTH CAROLINA,7,TOM RICE,MELISSA WARD WATSON,REPUBLICAN,DEMOCRAT,224993,138863.0,TOM RICE,REPUBLICAN
2020,SOUTH DAKOTA,0,DUSTY JOHNSON,"RANDY ""URIAH"" LUALLIN",REPUBLICAN,LIBERTARIAN,321984,75748.0,DUSTY JOHNSON,REPUBLICAN
2020,TENNESSEE,1,DIANA HARSHBARGER,BLAIR WALSINGHAM,REPUBLICAN,DEMOCRAT,228181,68617.0,DIANA HARSHBARGER,REPUBLICAN
2020,TENNESSEE,2,TIM BURCHETT,RENEE HOYOS,REPUBLICAN,DEMOCRAT,238907,109684.0,TIM BURCHETT,REPUBLICAN
2020,TENNESSEE,3,"CHARLES J ""CHUCK"" FLEISCHMANN",MEG GORMAN,REPUBLICAN,DEMOCRAT,215571,97687.0,"CHARLES J ""CHUCK"" FLEISCHMANN",REPUBLICAN
2020,TENNESSEE,4,SCOTT DESJARLAIS,CHRISTOPHER J HALE,REPUBLICAN,DEMOCRAT,223802,111908.0,SCOTT DESJARLAIS,REPUBLICAN
2020,TENNESSEE,5,JIM COOPER,NATISHA BROOKS,DEMOCRAT,WRITE-IN,252155,13.0,JIM COOPER,DEMOCRAT
2020,TENNESSEE,6,JOHN W ROSE,CHRISTOPHER MARTIN FINLEY,REPUBLICAN,DEMOCRAT,257572,83852.0,JOHN W ROSE,REPUBLICAN
2020,TENNESSEE,7,MARK E GREEN,KIRAN SREEPADA,REPUBLICAN,DEMOCRAT,245188,95839.0,MARK E GREEN,REPUBLICAN
2020,TENNESSEE,8,DAVID KUSTOFF,ERIKA STOTTS PEARSON,REPUBLICAN,DEMOCRAT,227216,97890.0,DAVID KUSTOFF,REPUBLICAN
2020,TENNESSEE,9,STEVE COHEN,CHARLOTTE BERGMANN,DEMOCRAT,REPUBLICAN,187905,48818.0,STEVE COHEN,DEMOCRAT
2020,TEXAS,1,LOUIE GOHMERT,HANK GILBERT,REPUBLICAN,DEMOCRAT,219726,83016.0,LOUIE GOHMERT,REPUBLICAN
2020,TEXAS,2,DAN CRENSHAW,SIMA LADJEVARDIAN,REPUBLICAN,DEMOCRAT,192828,148374.0,DAN CRENSHAW,REPUBLICAN
2020,TEXAS,3,VAN TAYLOR,LULU SEIKALY,REPUBLICAN,DEMOCRAT,230512,179458.0,VAN TAYLOR,REPUBLICAN
2020,TEXAS,4,PAT FALLON,RUSSELL FOSTER,REPUBLICAN,DEMOCRAT,253837,76326.0,PAT FALLON,REPUBLICAN
2020,TEXAS,5,LANCE GOODEN,CAROLYN SALTER,REPUBLICAN,DEMOCRAT,173836,100743.0,LANCE GOODEN,REPUBLICAN
2020,TEXAS,6,RON WRIGHT,STEPHEN DANIEL,REPUBLICAN,DEMOCRAT,179507,149530.0,RON WRIGHT,REPUBLICAN
2020,TEXAS,7,LIZZIE FLETCHER,WESLEY HUNT,DEMOCRAT,REPUBLICAN,159529,149054.0,LIZZIE FLETCHER,DEMOCRAT
2020,TEXAS,8,KEVIN BRADY,ELIZABETH HERNANDEZ,REPUBLICAN,DEMOCRAT,277327,97409.0,KEVIN BRADY,REPUBLICAN
2020,TEXAS,9,AL GREEN,JOHNNY TEAGUE,DEMOCRAT,REPUBLICAN,172938,49575.0,AL GREEN,DEMOCRAT
2020,TEXAS,10,MICHAEL T MCCAUL,MIKE SIEGEL,REPUBLICAN,DEMOCRAT,217216,187686.0,MICHAEL T MCCAUL,REPUBLICAN
2020,TEXAS,11,AUGUST PFLUGER,JON MARK HOGG,REPUBLICAN,DEMOCRAT,232568,53394.0,AUGUST PFLUGER,REPUBLICAN
2020,TEXAS,12,KAY GRANGER,LISA WELCH,REPUBLICAN,DEMOCRAT,233853,121250.0,KAY GRANGER,REPUBLICAN
2020,TEXAS,13,RONNY JACKSON,GUS TRUJILLO,REPUBLICAN,DEMOCRAT,217124,50477.0,RONNY JACKSON,REPUBLICAN
2020,TEXAS,14,RANDY K WEBER SR,ADRIENNE BELL,REPUBLICAN,DEMOCRAT,190541,118574.0,RANDY K WEBER SR,REPUBLICAN
2020,TEXAS,15,VICENTE GONZALEZ,MONICA DE LA CRUZ-HERNANDEZ,DEMOCRAT,REPUBLICAN,115605,109017.0,VICENTE GONZALEZ,DEMOCRAT
2020,TEXAS,16,VERONICA ESCOBAR,IRENE ARMENDARIZ-JACKSON,DEMOCRAT,REPUBLICAN,154108,84006.0,VERONICA ESCOBAR,DEMOCRAT
2020,TEXAS,17,PETE SESSIONS,RICK KENNEDY,REPUBLICAN,DEMOCRAT,171390,125565.0,PETE SESSIONS,REPUBLICAN
2020,TEXAS,18,SHEILA JACKSON LEE,WENDELL CHAMPION,DEMOCRAT,REPUBLICAN,180952,58033.0,SHEILA JACKSON LEE,DEMOCRAT
2020,TEXAS,19,JODEY C ARRINGTON,TOM WATSON,REPUBLICAN,DEMOCRAT,198198,60583.0,JODEY C ARRINGTON,REPUBLICAN
2020,TEXAS,20,JOAQUIN CASTRO,MAURO GARZA,DEMOCRAT,REPUBLICAN,175078,89628.0,JOAQUIN CASTRO,DEMOCRAT
2020,TEXAS,21,CHIP ROY,WENDY R DAVIS,REPUBLICAN,DEMOCRAT,235740,205780.0,CHIP ROY,REPUBLICAN
2020,TEXAS,22,TROY NEHLS,SRI PRESTON KULKARNI,REPUBLICAN,DEMOCRAT,210259,181998.0,TROY NEHLS,REPUBLICAN
2020,TEXAS,23,TONY GONZALES,GINA ORTIZ JONES,REPUBLICAN,DEMOCRAT,149395,137693.0,TONY GONZALES,REPUBLICAN
2020,TEXAS,24,BETH VAN DUYNE,CANDACE VALENZUELA,REPUBLICAN,DEMOCRAT,167910,163326.0,BETH VAN DUYNE,REPUBLICAN
2020,TEXAS,25,ROGER WILLIAMS,JULIE OLIVER,REPUBLICAN,DEMOCRAT,220088,165697.0,ROGER WILLIAMS,REPUBLICAN
2020,TEXAS,26,MICHAEL C BURGESS,CAROL H IANNUZZI,REPUBLICAN,DEMOCRAT,261963,161009.0,MICHAEL C BURGESS,REPUBLICAN
2020,TEXAS,27,MICHAEL CLOUD,"RICARDO ""RICK"" DE LA FUENTE",REPUBLICAN,DEMOCRAT,172305,95466.0,MICHAEL CLOUD,REPUBLICAN
2020,TEXAS,28,HENRY CUELLAR,SANDRA WHITTEN,DEMOCRAT,REPUBLICAN,137494,91925.0,HENRY CUELLAR,DEMOCRAT
2020,TEXAS,29,SYLVIA R GARCIA,JAIMY Z BLANCO,DEMOCRAT,REPUBLICAN,111305,42840.0,SYLVIA R GARCIA,DEMOCRAT
2020,TEXAS,30,EDDIE BERNICE JOHNSON,TRE PENNIE,DEMOCRAT,REPUBLICAN,204928,48685.0,EDDIE BERNICE JOHNSON,DEMOCRAT
2020,TEXAS,31,JOHN R CARTER,DONNA IMAM,REPUBLICAN,DEMOCRAT,212695,176293.0,JOHN R CARTER,REPUBLICAN
2020,TEXAS,32,COLIN Z ALLRED,GENEVIEVE COLLINS,DEMOCRAT,REPUBLICAN,178542,157867.0,COLIN Z ALLRED,DEMOCRAT
2020,TEXAS,33,MARC A VEASEY,FABIAN CORDOVA VASQUEZ,DEMOCRAT,REPUBLICAN,105317,39638.0,MARC A VEASEY,DEMOCRAT
2020,TEXAS,34,FILEMON VELA,REY GONZALEZ,DEMOCRAT,REPUBLICAN,111439,84119.0,FILEMON VELA,DEMOCRAT
2020,TEXAS,35,LLOYD DOGGETT,JENNY GARCIA SHARON,DEMOCRAT,REPUBLICAN,176373,80795.0,LLOYD DOGGETT,DEMOCRAT
2020,TEXAS,36,BRIAN BABIN,RASHAD LEWIS,REPUBLICAN,DEMOCRAT,222712,73418.0,BRIAN BABIN,REPUBLICAN
2020,UTAH,1,BLAKE DAVID MOORE,DARREN PARRY,REPUBLICAN,DEMOCRAT,237988,104194.0,BLAKE DAVID MOORE,REPUBLICAN
2020,UTAH,2,CHRIS STEWART,KAEL WESTON,REPUBLICAN,DEMOCRAT,208997,129762.0,CHRIS STEWART,REPUBLICAN
2020,UTAH,3,JOHN R CURTIS,DEVIN D THORPE,REPUBLICAN,DEMOCRAT,246674,96067.0,JOHN R CURTIS,REPUBLICAN
2020,UTAH,4,BURGESS OWENS,BEN MCADAMS,REPUBLICAN,DEMOCRAT,179688,175923.0,BURGESS OWENS,REPUBLICAN
2020,VERMONT,0,PETER WELCH,MIRIAM BERRY,DEMOCRAT,REPUBLICAN,238827,95830.0,PETER WELCH,DEMOCRAT
2020,VIRGINIA,1,ROBERT J WITTMAN,QASIM RASHID,REPUBLICAN,DEMOCRAT,260614,186923.0,ROBERT J WITTMAN,REPUBLICAN
2020,VIRGINIA,2,ELAINE G LURIA,SCOTT W TAYLOR,DEMOCRAT,REPUBLICAN,185733,165031.0,ELAINE G LURIA,DEMOCRAT
2020,VIRGINIA,3,"ROBERT C ""BOBBY"" SCOTT",JOHN W COLLICK JR,DEMOCRAT,REPUBLICAN,233326,107299.0,"ROBERT C ""BOBBY"" SCOTT",DEMOCRAT
2020,VIRGINIA,4,A DONALD MCEACHIN,LEON BENJAMIN SR,DEMOCRAT,REPUBLICAN,241142,149625.0,A DONALD MCEACHIN,DEMOCRAT
