year,state,district,c1,c2,c1_party,c2_party,c1_votes,c2_votes,winner,winner_party
2018,PENNSYLVANIA,14,GUY L RESCHENTHALER,BIBIANA BOERIO,REPUBLICAN,DEMOCRAT,151386,110051.0,GUY L RESCHENTHALER,REPUBLICAN
2018,PENNSYLVANIA,15,GLENN WILLIAM THOMPSON JR,SUSAN BOSER,REPUBLICAN,DEMOCRAT,165245,78327.0,GLENN WILLIAM THOMPSON JR,REPUBLICAN
2018,PENNSYLVANIA,16,GEORGE J KELLY JR,RONALD A DINICOLA,REPUBLICAN,DEMOCRAT,135348,124109.0,GEORGE J KELLY JR,REPUBLICAN
2018,PENNSYLVANIA,17,CONOR JAMES LAMB,KEITH ROTHFUS,DEMOCRAT,REPUBLICAN,183162,142417.0,CONOR JAMES LAMB,DEMOCRAT
2018,PENNSYLVANIA,18,MICHAEL F DOYLE JR,,DEMOCRAT,,231472,,MICHAEL F DOYLE JR,DEMOCRAT
2018,RHODE ISLAND,1,DAVID N CICILLINE,PATRICK J DONOVAN,DEMOCRAT,REPUBLICAN,116099,57567.0,DAVID N CICILLINE,DEMOCRAT
2018,RHODE ISLAND,2,JAMES R LANGEVIN,SALVATORE G CAIOZZO,DEMOCRAT,REPUBLICAN,126476,72271.0,JAMES R LANGEVIN,DEMOCRAT
2018,SOUTH CAROLINA,1,JOE CUNNINGHAM,KATIE ARRINGTON,DEMOCRAT,REPUBLICAN,145455,141473.0,JOE CUNNINGHAM,DEMOCRAT
2018,SOUTH CAROLINA,2,JOE WILSON,SEAN CARRIGAN,REPUBLICAN,DEMOCRAT,144642,109199.0,JOE WILSON,REPUBLICAN
2018,SOUTH CAROLINA,3,JEFF DUNCAN,MARY GEREN,REPUBLICAN,DEMOCRAT,153338,70046.0,JEFF DUNCAN,REPUBLICAN
2018,SOUTH CAROLINA,4,WILLIAM TIMMONS,BRANDON P BROWN,REPUBLICAN,DEMOCRAT,145321,89182.0,WILLIAM TIMMONS,REPUBLICAN
2018,SOUTH CAROLINA,5,RALPH W NORMAN,ARCHIE PARNELL,REPUBLICAN,DEMOCRAT,141757,103129.0,RALPH W NORMAN,REPUBLICAN
2018,SOUTH CAROLINA,6,JAMES E JIM CLYBURN,GERHARD R GRESSMANN,DEMOCRAT,REPUBLICAN,144765,58282.0,JAMES E JIM CLYBURN,DEMOCRAT
2018,SOUTH CAROLINA,7,TOM RICE,ROBERT WILLIAMS,REPUBLICAN,DEMOCRAT,142681,96564.0,TOM RICE,REPUBLICAN
2018,SOUTH DAKOTA,0,"DUSTIN ""DUSTY"" JOHNSON",TIM BJORKMAN,REPUBLICAN,DEMOCRAT,202446,120816.0,"DUSTIN ""DUSTY"" JOHNSON",REPUBLICAN
2018,TENNESSEE,1,PHIL ROE,MARTY OLSEN,REPUBLICAN,DEMOCRAT,172835,47138.0,PHIL ROE,REPUBLICAN
2018,TENNESSEE,2,TIM BURCHETT,RENEE HOYOS,REPUBLICAN,DEMOCRAT,172856,86668.0,TIM BURCHETT,REPUBLICAN
2018,TENNESSEE,3,CHUCK FLEISCHMANN,DANIELLE MITCHELL,REPUBLICAN,DEMOCRAT,156512,84731.0,CHUCK FLEISCHMANN,REPUBLICAN
2018,TENNESSEE,4,SCOTT DESJARLAIS,MARIAH PHILLIPS,REPUBLICAN,DEMOCRAT,147323,78065.0,SCOTT DESJARLAIS,REPUBLICAN
2018,TENNESSEE,5,JIM COOPER,JODY M BALL,DEMOCRAT,REPUBLICAN,177923,84317.0,JIM COOPER,DEMOCRAT
2018,TENNESSEE,6,JOHN ROSE,DAWN BARLOW,REPUBLICAN,DEMOCRAT,172810,70370.0,JOHN ROSE,REPUBLICAN
2018,TENNESSEE,7,MARK E GREEN,JUSTIN KANEW,REPUBLICAN,DEMOCRAT,170071,81661.0,MARK E GREEN,REPUBLICAN
2018,TENNESSEE,8,DAVID KUSTOFF,ERIKA STOTTS PEARSON,REPUBLICAN,DEMOCRAT,168030,74755.0,DAVID KUSTOFF,REPUBLICAN
2018,TENNESSEE,9,STEVE COHEN,CHARLOTTE BERGMANN,DEMOCRAT,REPUBLICAN,145139,34901.0,STEVE COHEN,DEMOCRAT
2018,TEXAS,1,LOUIE GOHMERT,SHIRLEY J MCKELLAR,REPUBLICAN,DEMOCRAT,168165,61263.0,LOUIE GOHMERT,REPUBLICAN
2018,TEXAS,2,DAN CRENSHAW,TODD LITTON,REPUBLICAN,DEMOCRAT,139188,119992.0,DAN CRENSHAW,REPUBLICAN
2018,TEXAS,3,VAN TAYLOR,LORIE BURCH,REPUBLICAN,DEMOCRAT,169520,138234.0,VAN TAYLOR,REPUBLICAN
2018,TEXAS,4,JOHN RATCLIFFE,CATHERINE KRANTZ,REPUBLICAN,DEMOCRAT,188667,57400.0,JOHN RATCLIFFE,REPUBLICAN
2018,TEXAS,5,LANCE GOODEN,DAN WOOD,REPUBLICAN,DEMOCRAT,130617,78666.0,LANCE GOODEN,REPUBLICAN
2018,TEXAS,6,RON WRIGHT,JANA LYNNE SANCHEZ,REPUBLICAN,DEMOCRAT,135961,116350.0,RON WRIGHT,REPUBLICAN
2018,TEXAS,7,LIZZIE PANNILL FLETCHER,JOHN CULBERSON,DEMOCRAT,REPUBLICAN,127959,115642.0,LIZZIE PANNILL FLETCHER,DEMOCRAT
2018,TEXAS,8,KEVIN BRADY,STEVEN DAVID,REPUBLICAN,DEMOCRAT,200619,67930.0,KEVIN BRADY,REPUBLICAN
2018,TEXAS,9,AL GREEN,PHIL KURTZ,DEMOCRAT,LIBERTARIAN,136256,5940.0,AL GREEN,DEMOCRAT
2018,TEXAS,10,MICHAEL T MCCAUL,MIKE SIEGEL,REPUBLICAN,DEMOCRAT,157166,144034.0,MICHAEL T MCCAUL,REPUBLICAN
2018,TEXAS,11,MIKE CONAWAY,JENNIE LOU LEEDER,REPUBLICAN,DEMOCRAT,176603,40631.0,MIKE CONAWAY,REPUBLICAN
2018,TEXAS,12,KAY GRANGER,VANESSA ADIA,REPUBLICAN,DEMOCRAT,172557,90994.0,KAY GRANGER,REPUBLICAN
2018,TEXAS,13,MAC THORNBERRY,GREG SAGAN,REPUBLICAN,DEMOCRAT,169027,35083.0,MAC THORNBERRY,REPUBLICAN
2018,TEXAS,14,RANDY WEBER,ADRIENNE BELL,REPUBLICAN,DEMOCRAT,138942,92212.0,RANDY WEBER,REPUBLICAN
2018,TEXAS,15,VICENTE GONZALEZ,TIM WESTLEY,DEMOCRAT,REPUBLICAN,98333,63862.0,VICENTE GONZALEZ,DEMOCRAT
2018,TEXAS,16,VERONICA ESCOBAR,RICK SEEBERGER,DEMOCRAT,REPUBLICAN,124437,49127.0,VERONICA ESCOBAR,DEMOCRAT
2018,TEXAS,17,BILL FLORES,RICK KENNEDY,REPUBLICAN,DEMOCRAT,134841,98070.0,BILL FLORES,REPUBLICAN
2018,TEXAS,18,SHEILA JACKSON LEE,AVA REYNERO PATE,DEMOCRAT,REPUBLICAN,138704,38368.0,SHEILA JACKSON LEE,DEMOCRAT
2018,TEXAS,19,JODEY ARRINGTON,MIGUEL LEVARIO,REPUBLICAN,DEMOCRAT,151946,50039.0,JODEY ARRINGTON,REPUBLICAN
2018,TEXAS,20,JOAQUIN CASTRO,JEFFREY BLUNT,DEMOCRAT,LIBERTARIAN,139038,32925.0,JOAQUIN CASTRO,DEMOCRAT
2018,TEXAS,21,CHIP ROY,JOSEPH KOPSER,REPUBLICAN,DEMOCRAT,177654,168421.0,CHIP ROY,REPUBLICAN
2018,TEXAS,22,PETE OLSON,SRI PRESTON KULKARNI,REPUBLICAN,DEMOCRAT,152750,138153.0,PETE OLSON,REPUBLICAN
2018,TEXAS,23,WILL HURD,GINA ORTIZ JONES,REPUBLICAN,DEMOCRAT,103285,102359.0,WILL HURD,REPUBLICAN
2018,TEXAS,24,KENNY E MARCHANT,JAN MCDOWELL,REPUBLICAN,DEMOCRAT,133317,125231.0,KENNY E MARCHANT,REPUBLICAN
2018,TEXAS,25,ROGER WILLIAMS,JULIE OLIVER,REPUBLICAN,DEMOCRAT,163023,136385.0,ROGER WILLIAMS,REPUBLICAN
2018,TEXAS,26,MICHAEL C BURGESS,LINSEY FAGAN,REPUBLICAN,DEMOCRAT,185551,121938.0,MICHAEL C BURGESS,REPUBLICAN
2018,TEXAS,27,MICHAEL CLOUD,ERIC HOLGUIN,REPUBLICAN,DEMOCRAT,125118,75929.0,MICHAEL CLOUD,REPUBLICAN
2018,TEXAS,28,HENRY CUELLAR,ARTHUR THOMAS IV,DEMOCRAT,LIBERTARIAN,117494,21732.0,HENRY CUELLAR,DEMOCRAT
2018,TEXAS,29,SYLVIA R GARCIA,PHILLIP ARONOFF,DEMOCRAT,REPUBLICAN,88188,28098.0,SYLVIA R GARCIA,DEMOCRAT
2018,TEXAS,30,EDDIE BERNICE JOHNSON,SHAWN JONES,DEMOCRAT,LIBERTARIAN,166784,16390.0,EDDIE BERNICE JOHNSON,DEMOCRAT
2018,TEXAS,31,JOHN CARTER,"MARY JENNINGS ""MJ"" HEGAR",REPUBLICAN,DEMOCRAT,144680,136362.0,JOHN CARTER,REPUBLICAN
2018,TEXAS,32,COLIN ALLRED,PETE SESSIONS,DEMOCRAT,REPUBLICAN,144067,126101.0,COLIN ALLRED,DEMOCRAT
2018,TEXAS,33,MARC VEASEY,WILLIE BILLUPS,DEMOCRAT,REPUBLICAN,90805,26120.0,MARC VEASEY,DEMOCRAT
2018,TEXAS,34,FILEMON B VELA,REY GONZALEZ,DEMOCRAT,REPUBLICAN,85825,57243.0,FILEMON B VELA,DEMOCRAT
2018,TEXAS,35,LLOYD DOGGETT,DAVID SMALLING,DEMOCRAT,REPUBLICAN,138278,50553.0,LLOYD DOGGETT,DEMOCRAT
2018,TEXAS,36,BRIAN BABIN,DAYNA STEELE,REPUBLICAN,DEMOCRAT,161048,60908.0,BRIAN BABIN,REPUBLICAN
2018,UTAH,1,ROB BISHOP,LEE CASTILLO,REPUBLICAN,DEMOCRAT,156692,63308.0,ROB BISHOP,REPUBLICAN
2018,UTAH,2,CHRIS STEWART,SHIREEN GHORBANI,REPUBLICAN,DEMOCRAT,151489,105051.0,CHRIS STEWART,REPUBLICAN
2018,UTAH,3,JOHN CURTIS,JAMES COURAGE SINGER,REPUBLICAN,DEMOCRAT,174856,70686.0,JOHN CURTIS,REPUBLICAN
2018,UTAH,4,BEN MCADAMS,MIA B LOVE,DEMOCRAT,REPUBLICAN,134964,134270.0,BEN MCADAMS,DEMOCRAT
2018,VERMONT,0,PETER WELCH,ANYA TYNIO,DEMOCRAT,REPUBLICAN,188547,70705.0,PETER WELCH,DEMOCRAT
2018,VIRGINIA,1,"ROBERT J ""ROB"" WITTMAN",VANGIE A WILLIAMS,REPUBLICAN,DEMOCRAT,183250,148464.0,"ROBERT J ""ROB"" WITTMAN",REPUBLICAN
2018,VIRGINIA,2,ELAINE G LURIA,SCOTT W TAYLOR,DEMOCRAT,REPUBLICAN,139571,133458.0,ELAINE G LURIA,DEMOCRAT
2018,VIRGINIA,3,"ROBERT C ""BOBBY"" SCOTT",WRITEIN,DEMOCRAT,,198615,19107.0,"ROBERT C ""BOBBY"" SCOTT",DEMOCRAT
2018,VIRGINIA,4,A DONALD MCEACHIN,RYAN A MCADAMS,DEMOCRAT,REPUBLICAN,187642,107706.0,A DONALD MCEACHIN,DEMOCRAT
2018,VIRGINIA,5,DENVER L RIGGLEMAN III,LESLIE C COCKBURN,REPUBLICAN,DEMOCRAT,165339,145040.0,DENVER L RIGGLEMAN III,REPUBLICAN
2018,VIRGINIA,6,BEN L CLINE,JENNIFER LYNN LEWIS,REPUBLICAN,DEMOCRAT,167957,113133.0,BEN L CLINE,REPUBLICAN
2018,VIRGINIA,7,ABIGAIL A SPANBERGER,DAVE A BRAT,DEMOCRAT,REPUBLICAN,176079,169295.0,ABIGAIL A SPANBERGER,DEMOCRAT
2018,VIRGINIA,8,DONALD S BEYER JR,THOMAS S OH,DEMOCRAT,REPUBLICAN,247137,76899.0,DONALD S BEYER JR,DEMOCRAT
2018,VIRGINIA,9,H MORGAN GRIFFITH,ANTHONY J FLACCAVENTO,REPUBLICAN,DEMOCRAT,160933,85833.0,H MORGAN GRIFFITH,REPUBLICAN
2018,VIRGINIA,10,JENNIFER T WEXTON,BARBARA J COMSTOCK,DEMOCRAT,REPUBLICAN,206356,160841.0,JENNIFER T WEXTON,DEMOCRAT
2018,VIRGINIA,11,GERALD EDWARD CONNOLLY,JEFF A DOVE JR,DEMOCRAT,REPUBLICAN,219191,83023.0,GERALD EDWARD CONNOLLY,DEMOCRAT
2018,WASHINGTON,1,SUZAN DELBENE,JEFFREY BEELER,DEMOCRAT,REPUBLICAN,197209,135534.0,SUZAN DELBENE,DEMOCRAT
2018,WASHINGTON,2,RICK LARSEN,BRIAN LUKE,DEMOCRAT,LIBERTARIAN,210187,84646.0,RICK LARSEN,DEMOCRAT
2018,WASHINGTON,3,JAIME HERRERA BEUTLER,CAROLYN LONG,REPUBLICAN,DEMOCRAT,161819,145407.0,JAIME HERRERA BEUTLER,REPUBLICAN
2018,WASHINGTON,4,DAN NEWHOUSE,CHRISTINE BROWN,REPUBLICAN,DEMOCRAT,141551,83785.0,DAN NEWHOUSE,REPUBLICAN
2018,WASHINGTON,5,CATHY MCMORRIS RODGERS,LISA BROWN,REPUBLICAN,DEMOCRAT,175422,144925.0,CATHY MCMORRIS RODGERS,REPUBLICAN
2018,WASHINGTON,6,DEREK KILMER,DOUGLAS DIGHTMAN,DEMOCRAT,REPUBLICAN,206409,116677.0,DEREK KILMER,DEMOCRAT
2018,WASHINGTON,7,PRAMILA JAYAPAL,CRAIG KELLER,DEMOCRAT,REPUBLICAN,329800,64881.0,PRAMILA JAYAPAL,DEMOCRAT
2018,WASHINGTON,8,KIM SCHRIER,DINO ROSSI,DEMOCRAT,REPUBLICAN,164089,148968.0,KIM SCHRIER,DEMOCRAT
2018,WASHINGTON,9,ADAM SMITH,SARAH SMITH,DEMOCRAT,DEMOCRAT,163345,77222.0,ADAM SMITH,DEMOCRAT
2018,WASHINGTON,10,DENNY HECK,JOSEPH BRUMBLES,DEMOCRAT,REPUBLICAN,166215,103860.0,DENNY HECK,DEMOCRAT
2018,WEST VIRGINIA,1,DAVID B MCKINLEY,KENDRA FERSHEE,REPUBLICAN,DEMOCRAT,127997,70217.0,DAVID B MCKINLEY,REPUBLICAN
2018,WEST VIRGINIA,2,ALEX X MOONEY,TALLEY SERGENT,REPUBLICAN,DEMOCRAT,110504,88011.0,ALEX X MOONEY,REPUBLICAN
2018,WEST VIRGINIA,3,CAROL MILLER,RICHARD OJEDA II,REPUBLICAN,DEMOCRAT,98645,76340.0,CAROL MILLER,REPUBLICAN
2018,WISCONSIN,1,BRYAN STEIL,RANDY BRYCE,REPUBLICAN,DEMOCRAT,177492,137508.0,BRYAN STEIL,REPUBLICAN
2018,WISCONSIN,2,MARK POCAN,WRITEIN,DEMOCRAT,,309116,8179.0,MARK POCAN,DEMOCRAT
2018,WISCONSIN,3,RON KIND,STEVE TOFT,DEMOCRAT,REPUBLICAN,187888,126980.0,RON KIND,DEMOCRAT
2018,WISCONSIN,4,GWEN S MOORE,TIM ROGERS,DEMOCRAT,REPUBLICAN,206487,59091.0,GWEN S MOORE,DEMOCRAT
2018,WISCONSIN,5,F JAMES SENSENBRENNER JR,TOM PALZEWICZ,REPUBLICAN,DEMOCRAT,225619,138385.0,F JAMES SENSENBRENNER JR,REPUBLICAN
2018,WISCONSIN,6,GLENN GROTHMAN,DAN KOHL,REPUBLICAN,DEMOCRAT,180311,144536.0,GLENN GROTHMAN,REPUBLICAN
2018,WISCONSIN,7,SEAN P DUFFY,MARGARET ENGEBRETSON,REPUBLICAN,DEMOCRAT,194061,124307.0,SEAN P DUFFY,REPUBLICAN
2018,WISCONSIN,8,MIKE GALLAGHER,BEAU LIEGEOIS,REPUBLICAN,DEMOCRAT,209410,119265.0,MIKE GALLAGHER,REPUBLICAN
2018,WYOMING,0,LIZ CHENEY,GREG HUNTER,REPUBLICAN,DEMOCRAT,127963,59903.0,LIZ CHENEY,REPUBLICAN
2020,ALABAMA,1,JERRY CARL,JAMES AVERHART,REPUBLICAN,DEMOCRAT,211825,116949.0,JERRY CARL,REPUBLICAN
2020,ALABAMA,2,BARRY MOORE,PHYLLIS HARVEY-HALL,REPUBLICAN,DEMOCRAT,197996,105286.0,BARRY MOORE,REPUBLICAN
2020,ALABAMA,3,MIKE ROGERS,ADIA WINFREY,REPUBLICAN,DEMOCRAT,217384,104595.0,MIKE ROGERS,REPUBLICAN
2020,ALABAMA,4,ROBERT B ADERHOLT,RICK NEIGHBORS,REPUBLICAN,DEMOCRAT,261553,56237.0,ROBERT B ADERHOLT,REPUBLICAN
2020,ALABAMA,5,MO BROOKS,WRITEIN,REPUBLICAN,,253094,11066.0,MO BROOKS,REPUBLICAN
2020,ALABAMA,6,GARY J PALMER,WRITEIN,REPUBLICAN,,274160,8101.0,GARY J PALMER,REPUBLICAN
2020,ALABAMA,7,TERRI A SEWELL,WRITEIN,DEMOCRAT,,225742,6589.0,TERRI A SEWELL,DEMOCRAT
2020,ALASKA,0,DON YOUNG,ALYSE S GALVIN,REPUBLICAN,DEMOCRAT,192126,159856.0,DON YOUNG,REPUBLICAN
2020,ARIZONA,1,TOM O'HALLERAN,TIFFANY SHEDD,DEMOCRAT,REPUBLICAN,188469,176709.0,TOM O'HALLERAN,DEMOCRAT
2020,ARIZONA,2,ANN KIRKPATRICK,BRANDON MARTIN,DEMOCRAT,REPUBLICAN,209945,170975.0,ANN KIRKPATRICK,DEMOCRAT
2020,ARIZONA,3,RAUL M GRIJALVA,DANIEL WOOD,DEMOCRAT,REPUBLICAN,174243,95594.0,RAUL M GRIJALVA,DEMOCRAT
2020,ARIZONA,4,PAUL A GOSAR,DELINA DISANTO,REPUBLICAN,DEMOCRAT,278002,120484.0,PAUL A GOSAR,REPUBLICAN
2020,ARIZONA,5,ANDY BIGGS,JOAN GREENE,REPUBLICAN,DEMOCRAT,262414,183171.0,ANDY BIGGS,REPUBLICAN
2020,ARIZONA,6,DAVID SCHWEIKERT,HIRAL TIPIRNENI,REPUBLICAN,DEMOCRAT,217783,199644.0,DAVID SCHWEIKERT,REPUBLICAN
2020,ARIZONA,7,RUBEN GALLEGO,JOSHUA BARNETT,DEMOCRAT,REPUBLICAN,165452,50226.0,RUBEN GALLEGO,DEMOCRAT
2020,ARIZONA,8,DEBBIE LESKO,MICHAEL MUSCATO,REPUBLICAN,DEMOCRAT,251633,170816.0,DEBBIE LESKO,REPUBLICAN
2020,ARIZONA,9,GREG STANTON,DAVE GILES,DEMOCRAT,REPUBLICAN,217094,135180.0,GREG STANTON,DEMOCRAT
2020,ARKANSAS,1,"ERIC A ""RICK"" CRAWFORD",,REPUBLICAN,,237596,,"ERIC A ""RICK"" CRAWFORD",REPUBLICAN
2020,ARKANSAS,2,J FRENCH HILL,JOYCE ELLIOTT,REPUBLICAN,DEMOCRAT,184093,148410.0,J FRENCH HILL,REPUBLICAN
2020,ARKANSAS,3,STEVE WOMACK,CELESTE WILLIAMS,REPUBLICAN,DEMOCRAT,214960,106325.0,STEVE WOMACK,REPUBLICAN
2020,ARKANSAS,4,BRUCE WESTERMAN,WILLIAM H HANSON,REPUBLICAN,DEMOCRAT,191617,75750.0,BRUCE WESTERMAN,REPUBLICAN
2020,CALIFORNIA,1,DOUG LAMALFA,AUDREY DENNEY,REPUBLICAN,DEMOCRAT,204190,154073.0,DOUG LAMALFA,REPUBLICAN
2020,CALIFORNIA,2,JARED HUFFMAN,DALE K MENSING,DEMOCRAT,REPUBLICAN,294435,94320.0,JARED HUFFMAN,DEMOCRAT
2020,CALIFORNIA,3,JOHN GARAMENDI,TAMIKA HAMILTON,DEMOCRAT,REPUBLICAN,176043,145945.0,JOHN GARAMENDI,DEMOCRAT
2020,CALIFORNIA,4,TOM MCCLINTOCK,BRYNNE S KENNEDY,REPUBLICAN,DEMOCRAT,247291,194731.0,TOM MCCLINTOCK,REPUBLICAN
2020,CALIFORNIA,5,MIKE THOMPSON,SCOTT GIBLIN,DEMOCRAT,REPUBLICAN,271233,85227.0,MIKE THOMPSON,DEMOCRAT
2020,CALIFORNIA,6,DORIS O MATSUI,CHRIS BISH,DEMOCRAT,REPUBLICAN,229648,83466.0,DORIS O MATSUI,DEMOCRAT
2020,CALIFORNIA,7,AMI BERA,BUZZ PATTERSON,DEMOCRAT,REPUBLICAN,217416,166549.0,AMI BERA,DEMOCRAT
2020,CALIFORNIA,8,JAY OBERNOLTE,CHRISTINE BUBSER,REPUBLICAN,DEMOCRAT,158711,124400.0,JAY OBERNOLTE,REPUBLICAN
2020,CALIFORNIA,9,JERRY MCNERNEY,"ANTONIO C ""TONY"" AMADOR",DEMOCRAT,REPUBLICAN,174252,128358.0,JERRY MCNERNEY,DEMOCRAT
2020,CALIFORNIA,10,JOSH HARDER,TED HOWZE,DEMOCRAT,REPUBLICAN,166865,135629.0,JOSH HARDER,DEMOCRAT
2020,CALIFORNIA,11,MARK DESAULNIER,NISHA SHARMA,DEMOCRAT,REPUBLICAN,271063,100293.0,MARK DESAULNIER,DEMOCRAT
2020,CALIFORNIA,12,NANCY PELOSI,SHAHID BUTTAR,DEMOCRAT,DEMOCRAT,281776,81174.0,NANCY PELOSI,DEMOCRAT
2020,CALIFORNIA,13,BARBARA LEE,NIKKA PITERMAN,DEMOCRAT,REPUBLICAN,327863,34955.0,BARBARA LEE,DEMOCRAT
2020,CALIFORNIA,14,JACKIE SPEIER,RAN S PETEL,DEMOCRAT,REPUBLICAN,278300,72705.0,JACKIE SPEIER,DEMOCRAT
2020,CALIFORNIA,15,ERIC SWALWELL,ALISON HAYDEN,DEMOCRAT,REPUBLICAN,242991,99710.0,ERIC SWALWELL,DEMOCRAT
2020,CALIFORNIA,16,JIM COSTA,KEVIN COOKINGHAM,DEMOCRAT,REPUBLICAN,128690,88039.0,JIM COSTA,DEMOCRAT
2020,CALIFORNIA,17,RO KHANNA,RITESH TANDON,DEMOCRAT,REPUBLICAN,212137,85199.0,RO KHANNA,DEMOCRAT
2020,CALIFORNIA,18,ANNA G ESHOO,RISHI KUMAR,DEMOCRAT,DEMOCRAT,217388,126751.0,ANNA G ESHOO,DEMOCRAT
2020,CALIFORNIA,19,ZOE LOFGREN,JUSTIN JAMES AGUILERA,DEMOCRAT,REPUBLICAN,224385,88642.0,ZOE LOFGREN,DEMOCRAT
2020,CALIFORNIA,20,JIMMY PANETTA,JEFF GORMAN,DEMOCRAT,REPUBLICAN,236896,71658.0,JIMMY PANETTA,DEMOCRAT
2020,CALIFORNIA,21,DAVID G VALADAO,TJ COX,REPUBLICAN,DEMOCRAT,85928,84406.0,DAVID G VALADAO,REPUBLICAN
2020,CALIFORNIA,22,DEVIN NUNES,PHIL ARBALLO,REPUBLICAN,DEMOCRAT,170888,144251.0,DEVIN NUNES,REPUBLICAN
2020,CALIFORNIA,23,KEVIN MCCARTHY,KIM MANGONE,REPUBLICAN,DEMOCRAT,190222,115896.0,KEVIN MCCARTHY,REPUBLICAN
2020,CALIFORNIA,24,SALUD O CARBAJAL,ANDY CALDWELL,DEMOCRAT,REPUBLICAN,212564,149781.0,SALUD O CARBAJAL,DEMOCRAT
2020,CALIFORNIA,25,MIKE GARCIA,CHRISTY SMITH,REPUBLICAN,DEMOCRAT,169638,169305.0,MIKE GARCIA,REPUBLICAN
2020,CALIFORNIA,26,JULIA BROWNLEY,RONDA BALDWIN-KENNEDY,DEMOCRAT,REPUBLICAN,208856,135877.0,JULIA BROWNLEY,DEMOCRAT
2020,CALIFORNIA,27,JUDY CHU,JOHNNY J NALBANDIAN,DEMOCRAT,REPUBLICAN,221411,95907.0,JUDY CHU,DEMOCRAT
2020,CALIFORNIA,28,ADAM B SCHIFF,ERIC EARLY,DEMOCRAT,REPUBLICAN,244271,91928.0,ADAM B SCHIFF,DEMOCRAT
2020,CALIFORNIA,29,TONY CARDENAS,ANGELICA MARIA DUENAS,DEMOCRAT,DEMOCRAT,119420,91524.0,TONY CARDENAS,DEMOCRAT
2020,CALIFORNIA,30,BRAD SHERMAN,MARK S REED,DEMOCRAT,REPUBLICAN,240038,105426.0,BRAD SHERMAN,DEMOCRAT
2020,CALIFORNIA,31,PETE AGUILAR,AGNES GIBBONEY,DEMOCRAT,REPUBLICAN,175315,110735.0,PETE AGUILAR,DEMOCRAT
2020,CALIFORNIA,32,GRACE F NAPOLITANO,JOSHUA M SCOTT,DEMOCRAT,REPUBLICAN,172942,86818.0,GRACE F NAPOLITANO,DEMOCRAT
2020,CALIFORNIA,33,TED LIEU,JAMES P BRADLEY,DEMOCRAT,REPUBLICAN,257094,123334.0,TED LIEU,DEMOCRAT
2020,CALIFORNIA,34,JIMMY GOMEZ,DAVID KIM,DEMOCRAT,DEMOCRAT,108792,96554.0,JIMMY GOMEZ,DEMOCRAT
2020,CALIFORNIA,35,NORMA J TORRES,MIKE CARGILE,DEMOCRAT,REPUBLICAN,169405,74941.0,NORMA J TORRES,DEMOCRAT
2020,CALIFORNIA,36,RAUL RUIZ,ERIN CRUZ,DEMOCRAT,REPUBLICAN,185151,121698.0,RAUL RUIZ,DEMOCRAT
2020,CALIFORNIA,37,KAREN BASS,ERROL WEBBER,DEMOCRAT,REPUBLICAN,254916,41705.0,KAREN BASS,DEMOCRAT
2020,CALIFORNIA,38,LINDA T SANCHEZ,MICHAEL TOLAR,DEMOCRAT,DEMOCRAT,190467,65739.0,LINDA T SANCHEZ,DEMOCRAT
2020,CALIFORNIA,39,YOUNG KIM,GILBERT RAY CISNEROS JR,REPUBLICAN,DEMOCRAT,173946,169837.0,YOUNG KIM,REPUBLICAN
2020,CALIFORNIA,40,LUCILLE ROYBAL-ALLARD,C ANTONIO DELGADO,DEMOCRAT,REPUBLICAN,135572,50809.0,LUCILLE ROYBAL-ALLARD,DEMOCRAT
2020,CALIFORNIA,41,MARK TAKANO,AJA SMITH,DEMOCRAT,REPUBLICAN,168126,94447.0,MARK TAKANO,DEMOCRAT
2020,CALIFORNIA,42,KEN CALVERT,"WILLIAM ""LIAM"" O'MARA",REPUBLICAN,DEMOCRAT,210274,157773.0,KEN CALVERT,REPUBLICAN
2020,CALIFORNIA,43,MAXINE WATERS,JOE E COLLINS III,DEMOCRAT,REPUBLICAN,199210,78688.0,MAXINE WATERS,DEMOCRAT
2020,CALIFORNIA,44,NANETTE DIAZ BARRAGAN,ANALILIA JOYA,DEMOCRAT,DEMOCRAT,139661,66375.0,NANETTE DIAZ BARRAGAN,DEMOCRAT
2020,CALIFORNIA,45,KATIE PORTER,GREG RATHS,DEMOCRAT,REPUBLICAN,221843,193096.0,KATIE PORTER,DEMOCRAT
2020,CALIFORNIA,46,J LUIS CORREA,JAMES S WATERS,DEMOCRAT,REPUBLICAN,157803,71716.0,J LUIS CORREA,DEMOCRAT
2020,CALIFORNIA,47,ALAN S LOWENTHAL,JOHN BRISCOE,DEMOCRAT,REPUBLICAN,197028,114371.0,ALAN S LOWENTHAL,DEMOCRAT
2020,CALIFORNIA,48,MICHELLE STEEL,HARLEY ROUDA,REPUBLICAN,DEMOCRAT,201738,193362.0,MICHELLE STEEL,REPUBLICAN
2020,CALIFORNIA,49,MIKE LEVIN,BRIAN MARYOTT,DEMOCRAT,REPUBLICAN,205349,181157.0,MIKE LEVIN,DEMOCRAT
2020,CALIFORNIA,50,DARRELL ISSA,AMMAR CAMPA-NAJJAR,REPUBLICAN,DEMOCRAT,195521,166869.0,DARRELL ISSA,REPUBLICAN
2020,CALIFORNIA,51,JUAN VARGAS,JUAN M HIDALGO JR,DEMOCRAT,REPUBLICAN,165596,76841.0,JUAN VARGAS,DEMOCRAT
